% isAttack highrate:	1705
% isAttack lowrate:	2000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4-5,8-9,17,27'

@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute dst_host_count numeric
@attribute isAttack {highrate,lowrate}

@data
374,755,151,151,100,highrate
446,755,341,341,100,highrate
446,755,626,626,100,highrate
446,755,390,390,100,highrate
374,755,81,81,81,highrate
446,755,473,473,100,highrate
66,0,151,151,100,highrate
374,755,161,161,100,highrate
380,755,869,869,100,highrate
446,755,699,699,100,highrate
374,755,417,417,100,highrate
66,0,41,41,92,highrate
60,0,179,179,33,highrate
380,755,157,157,100,highrate
374,755,269,269,100,highrate
374,755,270,270,100,highrate
242,140,172,172,100,highrate
374,755,150,150,100,highrate
377,755,869,709,100,highrate
374,755,7,7,7,highrate
386,821,315,315,100,highrate
374,755,148,148,100,highrate
374,755,153,153,100,highrate
60,0,161,161,33,highrate
60,0,138,138,33,highrate
66,0,146,91,54,highrate
374,755,352,352,100,highrate
446,755,587,587,100,highrate
392,821,761,761,100,highrate
374,755,18,18,18,highrate
60,0,41,41,33,highrate
374,755,101,101,100,highrate
60,0,165,165,33,highrate
60,0,138,138,33,highrate
377,755,909,749,100,highrate
60,0,140,140,31,highrate
66,0,48,48,40,highrate
377,755,951,791,100,highrate
60,0,179,179,33,highrate
66,0,50,50,34,highrate
380,755,145,145,100,highrate
374,755,165,165,100,highrate
380,755,864,864,100,highrate
374,755,102,102,100,highrate
446,755,571,571,100,highrate
374,755,295,295,100,highrate
446,755,819,819,100,highrate
380,755,759,759,100,highrate
374,755,150,150,100,highrate
60,0,111,111,33,highrate
374,755,68,68,98,highrate
377,755,910,750,100,highrate
374,755,126,126,100,highrate
374,755,128,128,100,highrate
60,0,179,179,33,highrate
66,0,134,134,100,highrate
374,755,244,244,100,highrate
374,755,159,159,100,highrate
380,755,731,731,100,highrate
446,755,655,655,100,highrate
60,0,164,164,33,highrate
380,755,960,960,100,highrate
374,755,151,151,100,highrate
374,755,182,182,100,highrate
66,0,11,11,69,highrate
66,0,38,38,35,highrate
374,755,175,175,100,highrate
60,0,105,105,39,highrate
446,755,693,693,100,highrate
374,755,167,167,100,highrate
374,755,169,169,100,highrate
374,755,109,109,100,highrate
60,0,135,135,29,highrate
66,0,122,122,100,highrate
66,0,180,180,99,highrate
60,0,88,88,41,highrate
374,755,160,160,100,highrate
386,821,317,317,100,highrate
66,0,98,98,100,highrate
60,0,142,142,33,highrate
66,0,40,40,92,highrate
374,755,96,96,98,highrate
377,755,1010,850,100,highrate
446,755,564,564,100,highrate
446,755,688,688,100,highrate
374,755,139,139,100,highrate
66,0,37,37,31,highrate
60,0,110,110,33,highrate
380,755,871,871,100,highrate
66,0,23,23,23,highrate
377,755,915,755,100,highrate
60,0,143,143,31,highrate
377,755,464,304,100,highrate
242,140,177,177,100,highrate
60,0,180,180,33,highrate
374,755,114,114,100,highrate
60,0,143,143,31,highrate
66,0,133,78,49,highrate
60,0,67,67,27,highrate
380,755,959,959,100,highrate
446,755,448,448,100,highrate
377,755,597,437,100,highrate
374,755,13,13,13,highrate
248,140,177,177,100,highrate
386,821,136,136,100,highrate
60,0,133,133,33,highrate
242,140,174,174,100,highrate
374,755,123,123,100,highrate
377,755,728,568,100,highrate
377,755,563,403,100,highrate
386,821,143,143,100,highrate
374,755,149,149,100,highrate
374,755,132,132,100,highrate
374,755,228,228,100,highrate
374,755,152,152,100,highrate
446,755,652,652,100,highrate
377,755,933,773,100,highrate
66,0,5,5,5,highrate
374,755,83,83,83,highrate
60,0,180,180,33,highrate
66,0,319,319,100,highrate
60,0,141,141,23,highrate
374,755,145,145,100,highrate
374,755,100,100,100,highrate
446,755,627,627,100,highrate
377,755,646,486,100,highrate
60,0,174,174,33,highrate
374,755,146,146,100,highrate
374,755,157,157,100,highrate
377,755,388,228,94,highrate
374,755,79,79,79,highrate
374,755,134,134,100,highrate
380,755,895,895,100,highrate
374,755,147,147,100,highrate
374,755,158,158,100,highrate
374,755,181,181,100,highrate
386,821,335,335,100,highrate
377,755,476,316,100,highrate
374,755,134,134,100,highrate
374,755,156,156,100,highrate
377,755,901,741,100,highrate
374,755,94,94,94,highrate
374,755,171,171,100,highrate
374,755,55,55,98,highrate
60,0,177,177,33,highrate
380,755,773,773,100,highrate
66,0,29,29,29,highrate
374,755,154,154,100,highrate
60,0,116,116,33,highrate
60,0,59,59,25,highrate
374,755,145,145,100,highrate
66,0,203,203,98,highrate
60,0,163,163,33,highrate
374,755,176,176,100,highrate
377,755,903,743,100,highrate
60,0,177,177,33,highrate
60,0,105,105,34,highrate
374,755,164,164,100,highrate
60,0,170,170,33,highrate
60,0,81,81,42,highrate
60,0,136,174,33,highrate
374,755,137,137,100,highrate
377,755,918,758,100,highrate
60,0,142,142,33,highrate
380,755,146,146,100,highrate
374,755,151,151,100,highrate
66,0,36,36,88,highrate
374,755,162,162,100,highrate
374,755,152,152,100,highrate
446,755,340,340,100,highrate
242,140,454,454,100,highrate
374,755,306,306,100,highrate
380,755,992,992,100,highrate
374,755,15,15,98,highrate
374,755,154,154,100,highrate
377,755,406,246,100,highrate
242,140,447,447,100,highrate
60,0,177,177,33,highrate
380,755,141,141,100,highrate
66,0,31,31,31,highrate
60,0,47,47,33,highrate
374,755,20,20,20,highrate
374,755,43,43,98,highrate
66,0,199,199,98,highrate
374,755,166,166,100,highrate
377,755,566,406,100,highrate
374,755,148,148,100,highrate
446,755,371,371,100,highrate
446,755,676,676,100,highrate
374,755,165,165,100,highrate
66,0,21,21,21,highrate
392,821,778,778,100,highrate
66,0,204,204,98,highrate
374,755,140,140,100,highrate
446,755,787,787,100,highrate
374,755,174,174,100,highrate
374,755,112,112,75,highrate
66,0,227,227,98,highrate
60,0,166,166,33,highrate
377,755,926,766,100,highrate
374,755,222,222,100,highrate
374,755,395,395,100,highrate
374,755,141,141,100,highrate
60,0,141,141,29,highrate
377,755,514,354,100,highrate
60,0,102,102,33,highrate
446,755,598,598,100,highrate
377,755,777,617,99,highrate
374,755,52,52,52,highrate
374,755,133,133,100,highrate
446,755,649,649,100,highrate
377,755,486,326,100,highrate
374,755,34,34,98,highrate
66,0,77,77,58,highrate
446,755,589,589,100,highrate
374,755,149,149,100,highrate
374,755,139,139,100,highrate
446,755,484,484,100,highrate
374,755,150,150,100,highrate
446,755,695,695,100,highrate
60,0,136,174,33,highrate
60,0,125,125,33,highrate
374,755,3,3,3,highrate
377,755,363,203,86,highrate
446,755,522,522,100,highrate
446,755,501,501,100,highrate
377,755,431,271,100,highrate
446,755,359,359,100,highrate
374,755,103,103,71,highrate
374,755,155,155,100,highrate
60,0,136,174,33,highrate
374,755,128,128,100,highrate
377,755,441,281,100,highrate
374,755,106,106,100,highrate
60,0,94,94,42,highrate
374,755,137,137,100,highrate
60,0,176,176,33,highrate
60,0,177,177,33,highrate
66,0,145,145,100,highrate
374,755,120,120,100,highrate
392,821,764,764,100,highrate
374,755,118,118,100,highrate
377,755,820,660,99,highrate
377,755,540,380,100,highrate
66,0,279,279,99,highrate
374,755,167,167,100,highrate
374,755,298,298,100,highrate
380,755,898,898,100,highrate
374,755,65,65,65,highrate
374,755,75,75,75,highrate
66,0,16,16,16,highrate
374,755,147,147,100,highrate
60,0,115,115,33,highrate
377,755,874,714,100,highrate
374,755,147,147,100,highrate
374,755,97,97,100,highrate
374,755,70,70,70,highrate
60,0,136,174,33,highrate
377,755,323,163,74,highrate
446,755,740,740,100,highrate
374,755,149,149,100,highrate
377,755,1020,860,100,highrate
374,755,133,133,100,highrate
374,755,151,151,100,highrate
374,755,15,15,15,highrate
377,755,1006,846,100,highrate
377,755,715,555,100,highrate
377,755,772,612,99,highrate
374,755,147,147,100,highrate
66,0,94,94,65,highrate
374,755,153,153,100,highrate
60,0,4,4,4,highrate
242,140,449,449,100,highrate
60,0,9,9,9,highrate
374,755,159,159,100,highrate
446,755,413,413,100,highrate
377,755,673,513,100,highrate
60,0,107,107,33,highrate
66,0,73,73,94,highrate
60,0,130,130,32,highrate
377,755,749,589,100,highrate
60,0,110,110,33,highrate
380,755,165,165,100,highrate
66,0,37,37,89,highrate
374,755,64,64,64,highrate
60,0,84,122,27,highrate
60,0,119,119,31,highrate
377,755,657,497,100,highrate
374,755,145,145,97,highrate
377,755,800,640,99,highrate
374,755,142,142,100,highrate
377,755,736,576,100,highrate
377,755,333,173,76,highrate
60,0,158,158,33,highrate
374,755,141,141,100,highrate
374,755,145,145,100,highrate
374,755,138,138,100,highrate
374,755,302,302,100,highrate
446,755,759,759,100,highrate
374,755,110,110,100,highrate
60,0,179,179,33,highrate
242,140,452,452,100,highrate
377,755,697,537,100,highrate
60,0,177,177,33,highrate
60,0,87,87,42,highrate
377,755,812,652,99,highrate
374,755,134,134,93,highrate
386,821,142,142,100,highrate
60,0,129,129,32,highrate
446,755,844,844,100,highrate
377,755,420,260,100,highrate
374,755,130,130,100,highrate
377,755,574,414,100,highrate
377,755,449,289,100,highrate
446,755,396,396,100,highrate
374,755,156,156,100,highrate
377,755,975,815,100,highrate
377,755,386,226,94,highrate
374,755,44,44,44,highrate
60,0,69,107,15,highrate
66,0,85,85,96,highrate
60,0,179,179,33,highrate
66,0,56,56,94,highrate
377,755,623,463,100,highrate
374,755,197,197,100,highrate
60,0,179,179,33,highrate
446,755,329,329,100,highrate
374,755,248,248,100,highrate
60,0,142,142,33,highrate
66,0,19,19,19,highrate
60,0,80,118,24,highrate
60,0,177,177,33,highrate
60,0,22,22,22,highrate
60,0,105,105,34,highrate
60,0,178,178,33,highrate
377,755,722,562,100,highrate
374,755,145,145,100,highrate
374,755,38,38,38,highrate
60,0,179,179,33,highrate
374,755,72,72,72,highrate
374,755,145,145,100,highrate
60,0,180,180,33,highrate
374,755,144,144,100,highrate
374,755,81,81,81,highrate
377,755,520,360,100,highrate
374,755,95,95,100,highrate
60,0,140,140,31,highrate
446,755,404,404,100,highrate
446,755,846,846,100,highrate
377,755,676,516,100,highrate
374,755,150,150,100,highrate
377,755,961,801,100,highrate
380,755,141,141,100,highrate
374,755,10,10,98,highrate
66,0,309,309,100,highrate
374,755,39,39,98,highrate
446,755,332,332,100,highrate
60,0,179,179,33,highrate
374,755,138,138,100,highrate
60,0,136,174,33,highrate
374,755,155,155,100,highrate
374,755,196,196,100,highrate
377,755,572,412,100,highrate
60,0,107,107,34,highrate
446,755,346,346,100,highrate
374,755,135,135,100,highrate
374,755,72,72,98,highrate
248,140,215,215,100,highrate
374,755,131,131,100,highrate
374,755,138,138,100,highrate
374,755,104,104,71,highrate
374,755,146,146,100,highrate
60,0,177,177,33,highrate
374,755,396,396,100,highrate
374,755,135,135,100,highrate
446,755,502,502,100,highrate
60,0,31,31,28,highrate
374,755,97,97,100,highrate
60,0,28,28,28,highrate
377,755,966,806,100,highrate
374,755,120,120,100,highrate
66,0,224,224,98,highrate
374,755,31,31,31,highrate
374,755,374,374,100,highrate
374,755,154,154,100,highrate
66,0,254,254,98,highrate
446,755,367,367,100,highrate
60,0,177,177,33,highrate
380,755,930,930,100,highrate
446,755,639,639,100,highrate
60,0,128,166,33,highrate
374,755,150,150,100,highrate
377,755,316,156,71,highrate
446,755,431,431,100,highrate
374,755,92,92,92,highrate
60,0,179,179,33,highrate
60,0,176,176,33,highrate
248,140,186,186,100,highrate
60,0,147,147,31,highrate
60,0,56,94,4,highrate
374,755,164,164,100,highrate
374,755,140,140,100,highrate
60,0,63,101,11,highrate
60,0,4,4,4,highrate
60,0,179,179,33,highrate
60,0,138,138,33,highrate
446,755,847,847,100,highrate
374,755,253,253,100,highrate
377,755,947,787,100,highrate
374,755,184,184,100,highrate
374,755,113,113,100,highrate
66,0,84,84,96,highrate
66,0,16,16,72,highrate
60,0,90,90,41,highrate
66,0,87,87,59,highrate
248,140,181,181,100,highrate
374,755,163,163,100,highrate
242,140,159,159,100,highrate
60,0,0,0,0,highrate
377,755,1030,871,100,highrate
60,0,113,113,34,highrate
377,755,553,393,100,highrate
66,0,10,10,10,highrate
248,140,160,160,100,highrate
446,755,482,482,100,highrate
392,821,774,774,100,highrate
374,755,145,145,100,highrate
374,755,64,64,64,highrate
60,0,135,135,32,highrate
60,0,108,108,34,highrate
248,140,206,206,100,highrate
60,0,142,142,31,highrate
446,755,432,432,100,highrate
374,755,119,119,100,highrate
374,755,102,102,100,highrate
374,755,133,133,100,highrate
377,755,640,480,100,highrate
60,0,177,177,33,highrate
374,755,153,153,100,highrate
446,755,438,438,100,highrate
374,755,149,149,100,highrate
60,0,125,125,33,highrate
374,755,12,12,98,highrate
60,0,125,125,33,highrate
66,0,296,296,100,highrate
374,755,153,153,100,highrate
374,755,14,14,14,highrate
374,755,117,117,100,highrate
374,755,442,442,100,highrate
60,0,177,177,33,highrate
60,0,139,139,17,highrate
380,755,144,144,100,highrate
374,755,271,271,100,highrate
392,821,775,775,100,highrate
66,0,166,166,100,highrate
377,755,335,175,77,highrate
374,755,121,121,100,highrate
66,0,260,260,98,highrate
60,0,163,163,33,highrate
377,755,865,705,100,highrate
66,0,155,155,100,highrate
374,755,113,113,100,highrate
60,0,109,109,34,highrate
374,755,61,61,61,highrate
377,755,844,684,99,highrate
60,0,119,119,34,highrate
374,755,156,156,100,highrate
66,0,14,14,71,highrate
60,0,117,117,33,highrate
60,0,36,36,33,highrate
374,755,132,132,100,highrate
60,0,114,114,32,highrate
60,0,143,143,33,highrate
60,0,138,138,33,highrate
60,0,174,174,33,highrate
60,0,163,163,33,highrate
374,755,142,142,100,highrate
374,755,159,159,100,highrate
377,755,840,680,99,highrate
446,755,354,354,100,highrate
377,755,632,472,100,highrate
60,0,109,109,33,highrate
66,0,258,258,98,highrate
60,0,180,180,33,highrate
374,755,147,147,100,highrate
380,755,919,919,100,highrate
377,755,787,627,99,highrate
66,0,40,40,33,highrate
380,755,144,144,100,highrate
374,755,279,279,100,highrate
446,755,381,381,100,highrate
374,755,126,126,100,highrate
60,0,131,131,33,highrate
66,0,71,71,94,highrate
60,0,58,58,25,highrate
60,0,64,102,11,highrate
374,755,363,363,100,highrate
374,755,149,149,100,highrate
377,755,803,643,99,highrate
60,0,73,111,19,highrate
60,0,177,177,33,highrate
374,755,169,169,100,highrate
377,755,403,243,99,highrate
60,0,14,14,14,highrate
60,0,109,109,34,highrate
377,755,769,609,99,highrate
377,755,387,227,94,highrate
374,755,145,145,100,highrate
377,755,488,328,100,highrate
374,755,144,144,100,highrate
377,755,339,179,78,highrate
380,755,163,163,100,highrate
377,755,601,441,100,highrate
60,0,141,141,29,highrate
60,0,141,141,30,highrate
60,0,129,129,32,highrate
380,755,851,851,100,highrate
374,755,355,355,100,highrate
66,0,82,82,94,highrate
377,755,454,294,100,highrate
377,755,452,292,100,highrate
60,0,154,154,33,highrate
446,755,361,361,100,highrate
374,755,149,149,100,highrate
248,140,203,203,100,highrate
380,755,161,161,100,highrate
374,755,215,215,100,highrate
374,755,153,153,100,highrate
374,755,147,147,100,highrate
377,755,620,460,100,highrate
60,0,178,178,33,highrate
60,0,117,117,32,highrate
60,0,136,174,33,highrate
374,755,161,161,100,highrate
60,0,167,167,33,highrate
66,0,16,16,16,highrate
446,755,576,576,100,highrate
377,755,905,745,100,highrate
60,0,140,140,21,highrate
374,755,172,172,100,highrate
374,755,105,105,71,highrate
380,755,142,142,100,highrate
66,0,240,240,98,highrate
374,755,5,5,98,highrate
60,0,112,112,33,highrate
377,755,607,447,100,highrate
60,0,168,168,33,highrate
60,0,120,120,35,highrate
60,0,45,45,33,highrate
60,0,133,133,33,highrate
60,0,164,164,33,highrate
374,755,169,169,100,highrate
377,755,378,218,91,highrate
60,0,139,139,20,highrate
60,0,177,177,33,highrate
377,755,410,250,100,highrate
374,755,80,80,80,highrate
464,1370,112,112,100,highrate
66,0,162,162,100,highrate
380,755,762,762,100,highrate
377,755,999,839,100,highrate
60,0,143,143,31,highrate
377,755,801,641,99,highrate
446,755,791,791,100,highrate
78,0,20950,20950,72,highrate
78,0,8863,8863,69,highrate
78,0,6568,6568,67,highrate
78,0,6911,6911,69,highrate
78,0,11407,11407,69,highrate
78,0,18150,18150,72,highrate
78,0,5228,5228,67,highrate
78,0,394,394,66,highrate
78,0,14256,14256,68,highrate
66,0,111,59,57,highrate
78,0,5708,5708,69,highrate
78,0,6509,6509,70,highrate
78,0,8471,8471,72,highrate
78,0,9916,9916,68,highrate
78,0,27022,27022,68,highrate
78,0,14593,14593,75,highrate
78,0,23771,23771,75,highrate
78,0,25340,25340,69,highrate
78,0,2403,2403,70,highrate
78,0,6470,6470,68,highrate
78,0,9134,9134,72,highrate
78,0,6471,6471,73,highrate
78,0,9959,9959,68,highrate
78,0,9864,9864,67,highrate
78,0,8813,8813,66,highrate
78,0,25793,25793,63,highrate
78,0,11430,11430,68,highrate
78,0,20398,20398,66,highrate
78,0,7273,7273,68,highrate
78,0,7472,7472,72,highrate
374,755,136,136,100,highrate
78,0,17781,17781,72,highrate
78,0,25472,25472,68,highrate
78,0,24945,24945,66,highrate
78,0,6511,6511,69,highrate
78,0,23649,23649,68,highrate
78,0,10741,10741,75,highrate
78,0,5526,5526,71,highrate
78,0,10796,10796,72,highrate
78,0,4745,4745,66,highrate
78,0,5455,5455,67,highrate
78,0,6218,6218,71,highrate
78,0,11792,11792,70,highrate
78,0,22007,22007,62,highrate
78,0,10251,10251,64,highrate
78,0,7598,7598,70,highrate
78,0,8341,8341,65,highrate
78,0,8711,8711,68,highrate
78,0,15823,15823,72,highrate
78,0,17649,17649,70,highrate
78,0,25696,25696,69,highrate
78,0,20546,20546,71,highrate
78,0,24436,24436,62,highrate
78,0,8491,8491,65,highrate
78,0,7817,7817,76,highrate
78,0,596,596,68,highrate
78,0,20562,20562,68,highrate
78,0,19939,19939,70,highrate
78,0,10676,10676,71,highrate
78,0,5342,5342,65,highrate
78,0,5589,5589,67,highrate
78,0,20386,20386,69,highrate
78,0,10663,10663,69,highrate
78,0,11711,11711,71,highrate
386,821,203,203,100,highrate
78,0,2240,2240,71,highrate
78,0,11791,11791,73,highrate
78,0,11566,11566,69,highrate
78,0,10602,10602,69,highrate
78,0,20611,20611,66,highrate
78,0,16012,16012,76,highrate
78,0,10080,10080,68,highrate
78,0,8791,8791,66,highrate
78,0,26749,26749,69,highrate
78,0,18382,18382,72,highrate
78,0,8270,8270,68,highrate
78,0,9657,9657,70,highrate
78,0,10572,10572,62,highrate
374,755,144,144,100,highrate
78,0,8155,8155,73,highrate
78,0,5369,5369,72,highrate
78,0,22276,22276,67,highrate
78,0,4756,4756,64,highrate
78,0,9928,9928,66,highrate
78,0,9908,9908,68,highrate
78,0,23269,23269,74,highrate
78,0,6461,6461,64,highrate
78,0,10502,10502,67,highrate
78,0,2978,2978,68,highrate
78,0,11955,11955,67,highrate
78,0,20547,20547,71,highrate
78,0,8350,8350,63,highrate
78,0,21048,21048,74,highrate
78,0,4583,4583,61,highrate
78,0,23440,23440,75,highrate
78,0,27012,27012,73,highrate
78,0,20396,20396,66,highrate
78,0,5933,5933,66,highrate
78,0,20391,20391,63,highrate
78,0,4687,4687,65,highrate
374,755,176,176,100,highrate
78,0,12834,12834,71,highrate
78,0,20634,20634,67,highrate
374,755,150,150,100,highrate
78,0,15649,15649,78,highrate
78,0,11737,11737,74,highrate
78,0,9887,9887,72,highrate
78,0,22704,22704,69,highrate
78,0,20645,20645,70,highrate
78,0,17624,17624,72,highrate
78,0,22939,22939,75,highrate
78,0,20639,20639,69,highrate
78,0,6591,6591,68,highrate
78,0,17958,17958,73,highrate
78,0,18972,18972,72,highrate
377,755,587,427,100,highrate
78,0,7904,7904,76,highrate
78,0,9863,9863,70,highrate
78,0,22422,22422,69,highrate
78,0,13047,13047,79,highrate
78,0,9950,9950,71,highrate
78,0,24049,24049,76,highrate
78,0,9295,9295,68,highrate
78,0,6390,6390,69,highrate
78,0,11082,11082,71,highrate
78,0,6553,6553,71,highrate
78,0,5511,5511,66,highrate
78,0,5590,5590,70,highrate
374,755,289,289,100,highrate
78,0,20692,20692,68,highrate
78,0,6533,6533,65,highrate
78,0,4889,4889,71,highrate
78,0,15491,15491,64,highrate
78,0,8320,8320,71,highrate
78,0,10603,10603,65,highrate
78,0,16196,16196,73,highrate
78,0,15309,15309,72,highrate
78,0,22160,22160,66,highrate
78,0,11035,11035,73,highrate
78,0,23441,23441,66,highrate
78,0,18225,18225,74,highrate
78,0,19029,19029,71,highrate
78,0,10611,10611,67,highrate
78,0,11071,11071,72,highrate
78,0,6569,6569,66,highrate
78,0,7700,7700,71,highrate
78,0,11165,11165,69,highrate
78,0,6296,6296,66,highrate
78,0,6085,6085,69,highrate
78,0,6822,6822,69,highrate
78,0,25545,25545,70,highrate
78,0,14274,14274,74,highrate
78,0,18008,18008,73,highrate
78,0,9991,9991,72,highrate
374,755,113,113,76,highrate
78,0,4660,4660,50,highrate
78,0,20718,20718,67,highrate
78,0,8229,8229,64,highrate
78,0,9591,9591,74,highrate
78,0,4678,4678,69,highrate
78,0,17495,17495,74,highrate
78,0,8403,8403,67,highrate
78,0,11448,11448,66,highrate
78,0,7546,7546,66,highrate
78,0,8288,8288,64,highrate
78,0,9885,9885,70,highrate
78,0,10576,10576,61,highrate
78,0,11716,11716,69,highrate
78,0,26943,26943,72,highrate
78,0,17598,17598,70,highrate
78,0,11739,11739,73,highrate
78,0,26090,26090,71,highrate
78,0,23867,23867,66,highrate
78,0,16050,16050,80,highrate
78,0,15046,15046,65,highrate
78,0,9001,9001,70,highrate
78,0,5570,5570,66,highrate
78,0,11754,11754,74,highrate
78,0,10309,10309,70,highrate
78,0,24837,24837,71,highrate
78,0,20644,20644,66,highrate
78,0,8534,8534,68,highrate
78,0,9505,9505,69,highrate
78,0,25447,25447,68,highrate
78,0,5642,5642,68,highrate
78,0,23573,23573,72,highrate
78,0,3599,3599,71,highrate
78,0,11771,11771,68,highrate
78,0,6511,6511,69,highrate
78,0,16387,16387,73,highrate
60,0,20,20,20,highrate
78,0,17567,17567,72,highrate
78,0,15347,15347,66,highrate
78,0,8616,8616,68,highrate
78,0,3319,3319,67,highrate
78,0,23505,23505,73,highrate
78,0,25831,25831,66,highrate
78,0,11376,11376,65,highrate
78,0,21058,21058,72,highrate
78,0,3682,3682,73,highrate
374,755,151,151,100,highrate
78,0,11018,11018,74,highrate
78,0,6519,6519,66,highrate
78,0,7295,7295,66,highrate
78,0,8024,8024,74,highrate
78,0,693,693,68,highrate
78,0,10598,10598,77,highrate
78,0,11375,11375,66,highrate
377,755,775,615,99,highrate
78,0,24834,24834,69,highrate
162,0,7178,7178,64,highrate
78,0,8035,8035,71,highrate
78,0,5279,5279,70,highrate
78,0,7191,7191,75,highrate
78,0,10626,10626,74,highrate
78,0,10763,10763,67,highrate
78,0,9093,9093,66,highrate
78,0,5524,5524,69,highrate
78,0,16655,16655,76,highrate
78,0,9958,9958,65,highrate
78,0,20648,20648,66,highrate
78,0,9051,9051,69,highrate
78,0,8710,8710,68,highrate
78,0,8814,8814,67,highrate
78,0,26519,26519,73,highrate
78,0,6466,6466,73,highrate
78,0,11818,11818,71,highrate
78,0,8889,8889,68,highrate
78,0,14487,14487,68,highrate
78,0,27025,27025,65,highrate
78,0,12055,12055,73,highrate
78,0,25252,25252,76,highrate
78,0,7467,7467,73,highrate
78,0,12057,12057,71,highrate
78,0,943,943,68,highrate
78,0,8388,8388,72,highrate
78,0,11880,11880,70,highrate
78,0,10767,10767,70,highrate
78,0,4654,4654,62,highrate
78,0,15350,15350,66,highrate
60,0,993,993,46,lowrate
1024,1019,102,102,100,lowrate
370,0,258,258,100,lowrate
102,0,55,55,57,lowrate
60,0,1076,1076,48,lowrate
105,0,150,150,50,lowrate
370,0,436,435,100,lowrate
370,0,153,153,100,lowrate
60,0,943,943,50,lowrate
296,0,542,541,99,lowrate
370,0,59,59,100,lowrate
370,0,239,238,100,lowrate
60,0,806,806,50,lowrate
95,0,256,256,50,lowrate
3725,148,263,263,100,lowrate
116,0,197,197,50,lowrate
148,0,91,91,94,lowrate
665,140,178,177,100,lowrate
66,0,414,414,85,lowrate
60,0,696,696,50,lowrate
370,0,47,47,100,lowrate
296,0,501,500,99,lowrate
976,953,180,180,100,lowrate
60,0,872,872,50,lowrate
100,0,98,98,50,lowrate
74,0,463,463,100,lowrate
80,0,172,172,50,lowrate
400,140,101,100,100,lowrate
66,0,342,342,81,lowrate
924,1019,136,136,100,lowrate
370,0,225,224,100,lowrate
80,0,238,238,50,lowrate
113,0,10,10,53,lowrate
370,0,16,16,100,lowrate
96,0,162,162,50,lowrate
117,0,180,180,50,lowrate
967,1019,177,177,100,lowrate
60,0,638,638,47,lowrate
370,0,448,447,100,lowrate
60,0,885,885,45,lowrate
370,0,347,347,100,lowrate
60,0,946,946,53,lowrate
85,0,202,202,50,lowrate
108,0,51,51,59,lowrate
60,0,754,754,52,lowrate
370,0,210,209,99,lowrate
66,0,525,525,100,lowrate
96,0,157,157,50,lowrate
370,0,507,506,100,lowrate
90,0,18,18,56,lowrate
112,0,184,184,50,lowrate
370,0,361,361,100,lowrate
87,0,206,206,50,lowrate
66,0,378,378,99,lowrate
370,0,263,263,100,lowrate
122,0,49,49,52,lowrate
60,0,637,637,60,lowrate
370,0,269,269,100,lowrate
408,0,6,6,12,lowrate
370,0,544,544,100,lowrate
905,953,80,80,92,lowrate
370,0,211,211,100,lowrate
97,0,43,43,43,lowrate
83,0,119,119,50,lowrate
1057,1019,59,59,60,lowrate
106,0,143,143,50,lowrate
370,0,401,401,100,lowrate
66,0,433,433,100,lowrate
625,272,98,97,97,lowrate
1001,953,55,55,56,lowrate
618,272,146,145,99,lowrate
370,0,76,76,100,lowrate
370,0,788,788,100,lowrate
400,140,12,11,93,lowrate
108,0,117,117,50,lowrate
74,0,137,137,100,lowrate
60,0,759,759,47,lowrate
370,0,225,224,100,lowrate
72,0,78,78,50,lowrate
635,272,170,169,99,lowrate
60,0,6,6,63,lowrate
370,0,336,336,100,lowrate
296,0,426,425,100,lowrate
370,0,608,608,100,lowrate
222,0,448,447,100,lowrate
222,0,643,642,100,lowrate
74,0,341,341,100,lowrate
102,0,243,243,50,lowrate
370,0,111,111,100,lowrate
96,0,224,224,50,lowrate
665,140,172,171,100,lowrate
370,0,204,204,100,lowrate
1042,1019,109,109,100,lowrate
106,0,79,79,50,lowrate
370,0,388,388,100,lowrate
995,953,13,13,14,lowrate
88,0,23,23,56,lowrate
86,0,63,63,50,lowrate
60,0,809,809,47,lowrate
370,0,626,626,100,lowrate
66,0,316,316,66,lowrate
60,0,1003,1003,50,lowrate
1084,958,30,30,73,lowrate
60,0,920,920,20,lowrate
76,0,9,9,17,lowrate
85,0,135,135,50,lowrate
370,0,318,318,100,lowrate
408,0,4,4,54,lowrate
665,140,163,162,100,lowrate
74,0,151,151,100,lowrate
370,0,282,282,100,lowrate
66,0,397,397,100,lowrate
95,0,184,184,50,lowrate
370,0,473,473,100,lowrate
109,0,266,266,50,lowrate
920,887,153,153,100,lowrate
400,140,681,680,99,lowrate
981,953,42,42,43,lowrate
74,0,510,510,99,lowrate
914,887,35,35,60,lowrate
114,0,180,180,50,lowrate
988,953,161,161,100,lowrate
66,0,307,307,64,lowrate
60,0,897,897,45,lowrate
66,0,385,385,85,lowrate
400,140,363,362,100,lowrate
370,0,249,249,100,lowrate
370,0,312,311,100,lowrate
370,0,544,544,100,lowrate
95,0,154,154,50,lowrate
