% isAttack HIGH_RATE:	1332
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7,14,33,38,40'

@attribute max_fpktl numeric
@attribute mean_fiat numeric
@attribute sflow_bbytes numeric
@attribute total_fhlen numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
2948,3423,140293,458336,HIGH_RATE
2248,7672,43372,78320,HIGH_RATE
2488,1907,212194,500976,HIGH_RATE
2948,3238,89715,465304,HIGH_RATE
2464,3332,135013,466032,HIGH_RATE
2948,3071,140053,510544,HIGH_RATE
76,1335,311846,590104,HIGH_RATE
1500,1839,73774,152420,HIGH_RATE
1500,1773,72696,157516,HIGH_RATE
2948,1768,162186,376488,HIGH_RATE
2248,2089,200518,429164,HIGH_RATE
2380,9012,32980,57728,HIGH_RATE
2948,4712,80083,263856,HIGH_RATE
1500,105198,12,508,HIGH_RATE
1972,2836,81475,320380,HIGH_RATE
1804,1853,76882,150704,HIGH_RATE
2332,2010,204850,449964,HIGH_RATE
64,1327,313510,592652,HIGH_RATE
2836,1668,131857,468840,HIGH_RATE
2680,9814,43144,99016,HIGH_RATE
2212,7391,36860,70364,HIGH_RATE
1672,1686,279470,588128,HIGH_RATE
2948,2881,91743,326152,HIGH_RATE
2948,4952,126990,174844,HIGH_RATE
2620,1735,172726,310760,HIGH_RATE
2596,4745,150862,239416,HIGH_RATE
1500,1683,192186,364684,HIGH_RATE
2948,10402,43264,96416,HIGH_RATE
2776,1577,255634,486468,HIGH_RATE
2948,11693,28772,57988,HIGH_RATE
2948,3796,66435,224128,HIGH_RATE
2948,5695,21258,120544,HIGH_RATE
1500,1649,292662,603884,HIGH_RATE
2948,1911,201982,500456,HIGH_RATE
2948,1558,58811,335148,HIGH_RATE
2948,9114,53584,118516,HIGH_RATE
1936,2632,160141,591716,HIGH_RATE
2284,2974,153341,525000,HIGH_RATE
2140,9706,47776,108376,HIGH_RATE
2488,8124,39484,87264,HIGH_RATE
1500,1787,77014,156684,HIGH_RATE
2948,1971,188302,431140,HIGH_RATE
2740,8652,54724,128552,HIGH_RATE
2104,8455,16064,30480,HIGH_RATE
2668,1601,257146,479500,HIGH_RATE
2948,8953,48472,111652,HIGH_RATE
2764,1597,254998,480436,HIGH_RATE
2836,1625,231854,432856,HIGH_RATE
2948,6542,31693,125640,HIGH_RATE
2948,4363,86385,317572,HIGH_RATE
2948,9059,37672,78944,HIGH_RATE
2948,2982,89213,316844,HIGH_RATE
2948,10968,8519,62616,HIGH_RATE
1816,8803,37044,67660,HIGH_RATE
2948,8847,41572,77020,HIGH_RATE
2308,9765,31956,62408,HIGH_RATE
2948,3021,85443,312788,HIGH_RATE
2948,2894,87617,318196,HIGH_RATE
1500,8834,54944,124756,HIGH_RATE
2948,3009,76057,282056,HIGH_RATE
2812,3238,66567,269524,HIGH_RATE
2948,5751,37031,142436,HIGH_RATE
1576,6715,42592,81388,HIGH_RATE
2948,2737,161847,561712,HIGH_RATE
2948,4718,89009,308264,HIGH_RATE
1500,1674,310398,592444,HIGH_RATE
2032,7301,40204,81804,HIGH_RATE
2948,10278,49508,105152,HIGH_RATE
2140,5996,38615,145764,HIGH_RATE
2948,6894,22672,87524,HIGH_RATE
1816,1652,289062,565560,HIGH_RATE
2948,8917,30952,58248,HIGH_RATE
1500,1646,288114,604196,HIGH_RATE
2056,6493,34688,70676,HIGH_RATE
2216,4245,170542,273944,HIGH_RATE
2948,3432,73663,255588,HIGH_RATE
2948,10421,7776,71420,HIGH_RATE
2948,10479,49092,103176,HIGH_RATE
2948,3668,64861,234736,HIGH_RATE
280,101208,60,840,HIGH_RATE
2948,9133,13250,46392,HIGH_RATE
2948,1893,205810,505656,HIGH_RATE
2948,4567,43620,191956,HIGH_RATE
1588,1674,359878,626712,HIGH_RATE
2948,4041,60891,208996,HIGH_RATE
2948,1742,149062,381584,HIGH_RATE
2948,7833,41432,82792,HIGH_RATE
2948,4778,116238,164744,HIGH_RATE
2020,9129,37604,78736,HIGH_RATE
2416,8676,53528,126992,HIGH_RATE
2948,11345,26824,45820,HIGH_RATE
2948,8595,46236,88252,HIGH_RATE
2788,1636,328694,608460,HIGH_RATE
1500,5864,26352,56844,HIGH_RATE
1300,1325,412362,799040,HIGH_RATE
2948,8252,44684,95792,HIGH_RATE
2948,5147,142830,229588,HIGH_RATE
2948,8736,39144,75356,HIGH_RATE
1500,277122,12,580,HIGH_RATE
1984,1682,169326,395624,HIGH_RATE
2948,3246,82115,290844,HIGH_RATE
2948,3340,80495,282836,HIGH_RATE
2500,8897,51756,121740,HIGH_RATE
2948,9279,44012,79620,HIGH_RATE
64,1325,313614,593432,HIGH_RATE
2948,9701,18668,66464,HIGH_RATE
2948,5708,22674,121532,HIGH_RATE
2596,8380,57352,136196,HIGH_RATE
2948,3518,132491,443412,HIGH_RATE
1500,104180,15,440,HIGH_RATE
2948,7609,43576,77124,HIGH_RATE
1500,6719,7884,13268,HIGH_RATE
1500,420378,10,388,HIGH_RATE
1732,1835,76778,152836,HIGH_RATE
2632,4408,72799,254964,HIGH_RATE
1240,1309,640330,669352,HIGH_RATE
1500,166763,10,596,HIGH_RATE
1900,2919,152301,534880,HIGH_RATE
2948,10812,25264,48160,HIGH_RATE
2948,2997,75067,287724,HIGH_RATE
1500,1642,363722,639972,HIGH_RATE
1924,5841,3626,17340,HIGH_RATE
2948,7508,41356,91008,HIGH_RATE
2948,5386,20554,128656,HIGH_RATE
2560,1668,291106,595720,HIGH_RATE
1500,1672,157654,391516,HIGH_RATE
1500,1663,165938,399316,HIGH_RATE
2776,2605,158339,593224,HIGH_RATE
2948,3274,69129,266768,HIGH_RATE
2948,5585,20002,123872,HIGH_RATE
1500,422463,12,492,HIGH_RATE
1912,9969,53872,111496,HIGH_RATE
2948,10406,45608,103956,HIGH_RATE
2068,2797,149903,561816,HIGH_RATE
2948,4231,50536,266300,HIGH_RATE
2044,8530,53932,123612,HIGH_RATE
2948,9108,34760,63552,HIGH_RATE
2948,4200,82549,300204,HIGH_RATE
1852,1687,284690,558644,HIGH_RATE
1996,1970,211850,485792,HIGH_RATE
1500,1657,359762,630924,HIGH_RATE
2828,9629,49872,115188,HIGH_RATE
2948,5326,58337,192836,HIGH_RATE
1720,2399,41640,298696,HIGH_RATE
2948,8581,31760,61628,HIGH_RATE
2320,3109,77545,287204,HIGH_RATE
2948,2848,73601,502380,HIGH_RATE
2948,11591,6680,60552,HIGH_RATE
2948,3077,90813,300464,HIGH_RATE
2948,8244,38104,72600,HIGH_RATE
1804,1741,116986,290480,HIGH_RATE
2948,1898,68074,147688,HIGH_RATE
3496,1664,288002,519436,HIGH_RATE
1500,5856,22014,118828,HIGH_RATE
2536,1988,195306,451576,HIGH_RATE
2948,5423,22560,127512,HIGH_RATE
2752,1644,339650,605756,HIGH_RATE
2948,2954,78471,297916,HIGH_RATE
2632,4364,90627,312528,HIGH_RATE
1252,1319,705174,802784,HIGH_RATE
1500,8084,3988,7340,HIGH_RATE
2948,3024,77067,289596,HIGH_RATE
2584,4703,62135,212896,HIGH_RATE
2948,8117,30532,61420,HIGH_RATE
2948,3389,135311,459168,HIGH_RATE
1672,1671,284246,590572,HIGH_RATE
2948,2930,88729,321576,HIGH_RATE
2332,1756,162134,407220,HIGH_RATE
2344,2019,196506,443672,HIGH_RATE
2788,1598,258978,480124,HIGH_RATE
1972,2004,216470,479708,HIGH_RATE
2948,4828,78049,285124,HIGH_RATE
2948,3865,183398,303584,HIGH_RATE
1500,309385,12,580,HIGH_RATE
2320,9327,52348,118204,HIGH_RATE
1500,1639,270590,576064,HIGH_RATE
1500,431072,20,388,HIGH_RATE
1888,6876,23198,105412,HIGH_RATE
2948,4587,57141,191680,HIGH_RATE
532,26832,20,736,HIGH_RATE
1648,1732,123054,284604,HIGH_RATE
2948,9461,22864,51592,HIGH_RATE
304,47262,15,944,HIGH_RATE
2948,6015,45539,154396,HIGH_RATE
2948,2043,189102,439668,HIGH_RATE
280,3160,1568,5060,HIGH_RATE
2948,8246,34252,62044,HIGH_RATE
688,1341,232546,430412,HIGH_RATE
2260,1726,75710,162404,HIGH_RATE
2948,2947,148157,530200,HIGH_RATE
2080,4375,171082,268120,HIGH_RATE
2948,6089,21024,113888,HIGH_RATE
2948,9063,54636,128396,HIGH_RATE
2848,1633,232678,431920,HIGH_RATE
2248,8487,53412,127200,HIGH_RATE
1500,7300,14232,27152,HIGH_RATE
220,83926,15,632,HIGH_RATE
2536,8319,37312,68804,HIGH_RATE
1580,6266,12892,52952,HIGH_RATE
2948,1801,173654,397392,HIGH_RATE
2948,3026,89689,311644,HIGH_RATE
2948,2949,89259,317052,HIGH_RATE
1276,1323,707306,799612,HIGH_RATE
3964,3608,84835,416372,HIGH_RATE
64,1336,311586,588544,HIGH_RATE
2824,1641,215682,390112,HIGH_RATE
2948,6028,35847,140928,HIGH_RATE
2272,8282,39240,75772,HIGH_RATE
2948,4275,82217,297396,HIGH_RATE
2948,4048,83723,300516,HIGH_RATE
1500,8348,17844,34016,HIGH_RATE
2948,1700,270554,554432,HIGH_RATE
2132,9797,49300,110404,HIGH_RATE
2152,10007,46664,99796,HIGH_RATE
2948,5889,41579,157308,HIGH_RATE
604,26806,20,736,HIGH_RATE
2536,4839,124082,181592,HIGH_RATE
2948,3460,70861,254028,HIGH_RATE
1624,7012,22136,42804,HIGH_RATE
2948,1706,164174,389384,HIGH_RATE
304,98390,20,944,HIGH_RATE
1744,1607,283482,616624,HIGH_RATE
2948,9142,36812,75564,HIGH_RATE
2948,8393,53500,127356,HIGH_RATE
2948,4919,150874,237284,HIGH_RATE
1840,1793,81358,156424,HIGH_RATE
2788,3967,99575,364008,HIGH_RATE
2948,5027,78215,257720,HIGH_RATE
64,1334,428078,526404,HIGH_RATE
2396,3521,68177,242588,HIGH_RATE
2948,6089,34873,136768,HIGH_RATE
2948,2661,160585,585580,HIGH_RATE
1500,1837,74762,152628,HIGH_RATE
1948,6978,44592,89136,HIGH_RATE
1828,5509,18062,126004,HIGH_RATE
2332,5902,43795,157672,HIGH_RATE
2948,9426,45316,106400,HIGH_RATE
1936,1672,130738,329376,HIGH_RATE
1500,5619,25672,53412,HIGH_RATE
2680,1610,259702,477056,HIGH_RATE
2948,13349,4314,60248,HIGH_RATE
2948,5624,20486,123300,HIGH_RATE
2344,8622,52876,125276,HIGH_RATE
2948,5628,53881,192512,HIGH_RATE
1744,1878,73202,149144,HIGH_RATE
2332,1658,270378,571176,HIGH_RATE
2948,5576,131690,203848,HIGH_RATE
2948,8446,18972,86952,HIGH_RATE
2948,3958,66449,219708,HIGH_RATE
2948,5122,111314,160584,HIGH_RATE
2948,9367,33708,61368,HIGH_RATE
2404,7711,25672,53100,HIGH_RATE
2948,5602,63867,204940,HIGH_RATE
2080,3159,144711,494788,HIGH_RATE
64,1330,300406,566496,HIGH_RATE
472,5447,14612,29492,HIGH_RATE
2872,1581,260182,485116,HIGH_RATE
1500,408972,24,632,HIGH_RATE
2824,2759,150941,564624,HIGH_RATE
304,114464,20,840,HIGH_RATE
1500,1655,156210,401916,HIGH_RATE
2948,3391,77981,268744,HIGH_RATE
2092,5082,53143,183724,HIGH_RATE
1684,6505,26823,117840,HIGH_RATE
2092,7673,33696,67504,HIGH_RATE
2948,3279,67529,267964,HIGH_RATE
2680,8902,54180,116228,HIGH_RATE
2948,9563,50844,120440,HIGH_RATE
2896,1951,207658,490056,HIGH_RATE
1500,1686,191554,326204,HIGH_RATE
2948,1726,287918,576116,HIGH_RATE
2948,11424,3488,51928,HIGH_RATE
2948,2041,78337,361928,HIGH_RATE
2948,4051,105357,364424,HIGH_RATE
2152,2656,154197,585268,HIGH_RATE
2948,4588,46215,283460,HIGH_RATE
2948,3115,147961,501756,HIGH_RATE
2344,8504,36780,77176,HIGH_RATE
1792,6594,14992,30064,HIGH_RATE
2948,7730,32972,74524,HIGH_RATE
2948,8172,37372,69168,HIGH_RATE
2704,9565,48144,101460,HIGH_RATE
1672,8275,39984,81856,HIGH_RATE
2948,4574,83461,281744,HIGH_RATE
1500,1792,70270,155760,HIGH_RATE
1960,3257,69911,264064,HIGH_RATE
760,1322,703822,800080,HIGH_RATE
1876,2043,205130,469308,HIGH_RATE
2948,2119,185602,436756,HIGH_RATE
2948,3053,142905,510232,HIGH_RATE
2356,1656,276230,564364,HIGH_RATE
2948,9910,32340,57728,HIGH_RATE
2948,8745,39660,75512,HIGH_RATE
280,99159,60,840,HIGH_RATE
1936,2476,155329,626972,HIGH_RATE
1864,3080,76281,283148,HIGH_RATE
2068,4235,98231,347940,HIGH_RATE
2948,4444,91543,314348,HIGH_RATE
2948,4838,23826,143216,HIGH_RATE
2948,2699,154809,581628,HIGH_RATE
1500,1653,267882,567328,HIGH_RATE
2948,2570,98842,586204,HIGH_RATE
1960,4026,86963,300048,HIGH_RATE
2320,1775,173170,403216,HIGH_RATE
2464,4968,74197,224492,HIGH_RATE
64,1327,282310,531552,HIGH_RATE
352,3223,5924,9316,HIGH_RATE
2948,9197,53136,117528,HIGH_RATE
2948,4054,184114,287256,HIGH_RATE
1756,5285,3144,13076,HIGH_RATE
2948,3626,66355,241808,HIGH_RATE
2948,9024,56708,128812,HIGH_RATE
76,1339,428072,526060,HIGH_RATE
2948,9722,48484,99692,HIGH_RATE
2596,1841,74026,152160,HIGH_RATE
568,5271,13904,27152,HIGH_RATE
2948,3377,70129,253196,HIGH_RATE
2948,8322,12820,25748,HIGH_RATE
2948,8729,58232,133284,HIGH_RATE
2116,2995,152705,523544,HIGH_RATE
2620,8255,49844,119452,HIGH_RATE
820,1322,697946,800340,HIGH_RATE
2200,5714,103882,151536,HIGH_RATE
1500,277038,8,716,HIGH_RATE
1500,276928,15,528,HIGH_RATE
1500,1594,206586,469776,HIGH_RATE
424,113677,20,892,HIGH_RATE
1288,1711,151974,367076,HIGH_RATE
232,100201,20,944,HIGH_RATE
2092,4673,67731,225948,HIGH_RATE
2948,5283,20374,131152,HIGH_RATE
2596,1830,161566,389592,HIGH_RATE
2044,8818,48020,106764,HIGH_RATE
1500,1706,289038,581992,HIGH_RATE
2060,8834,33932,63812,HIGH_RATE
1500,1610,229816,431344,HIGH_RATE
2948,3282,82355,280028,HIGH_RATE
2948,10173,46360,98028,HIGH_RATE
1500,277364,15,536,HIGH_RATE
2948,5276,20460,131412,HIGH_RATE
2948,6533,28769,120648,HIGH_RATE
40,4435,0,174668,HIGH_RATE
40,3163,0,188088,HIGH_RATE
40,4316,0,137848,HIGH_RATE
40,1496,0,522368,HIGH_RATE
40,4235,0,138588,HIGH_RATE
40,1521,0,525368,HIGH_RATE
40,1512,0,516908,HIGH_RATE
40,4456,0,173828,HIGH_RATE
40,2564,0,294988,HIGH_RATE
40,1562,0,87748,HIGH_RATE
40,3178,0,238068,HIGH_RATE
40,4164,0,142868,HIGH_RATE
40,1525,0,523768,HIGH_RATE
40,3315,0,233768,HIGH_RATE
40,4568,0,169648,HIGH_RATE
40,1942,0,407208,HIGH_RATE
40,2487,0,239228,HIGH_RATE
40,1545,0,516008,HIGH_RATE
40,1601,0,85628,HIGH_RATE
40,4269,0,139368,HIGH_RATE
40,1659,0,42688,HIGH_RATE
40,4565,0,170428,HIGH_RATE
40,2609,0,289868,HIGH_RATE
40,4551,0,170888,HIGH_RATE
40,1507,0,530328,HIGH_RATE
40,3050,0,248028,HIGH_RATE
40,1510,0,517528,HIGH_RATE
40,4034,0,147468,HIGH_RATE
40,2565,0,294788,HIGH_RATE
40,3025,0,196648,HIGH_RATE
40,2571,0,294248,HIGH_RATE
40,1727,0,461568,HIGH_RATE
40,1997,0,395908,HIGH_RATE
40,3152,0,188768,HIGH_RATE
40,1656,0,82788,HIGH_RATE
40,4374,0,131428,HIGH_RATE
40,1528,0,521628,HIGH_RATE
40,3503,0,222168,HIGH_RATE
40,3401,0,227888,HIGH_RATE
40,2198,0,359708,HIGH_RATE
40,1624,0,491008,HIGH_RATE
40,4094,0,129908,HIGH_RATE
40,3982,0,149368,HIGH_RATE
40,3138,0,241068,HIGH_RATE
40,3600,0,216148,HIGH_RATE
40,3008,0,197808,HIGH_RATE
40,4532,0,171008,HIGH_RATE
40,3049,0,248068,HIGH_RATE
40,4556,0,170068,HIGH_RATE
40,3138,0,189568,HIGH_RATE
40,1927,0,410308,HIGH_RATE
40,2859,0,29608,HIGH_RATE
40,4027,0,147748,HIGH_RATE
40,3489,0,222128,HIGH_RATE
40,1975,0,400428,HIGH_RATE
40,2023,0,390908,HIGH_RATE
40,3270,0,181928,HIGH_RATE
40,1511,0,528768,HIGH_RATE
40,1499,0,521208,HIGH_RATE
40,3983,0,149388,HIGH_RATE
40,1669,0,82128,HIGH_RATE
40,2122,0,372548,HIGH_RATE
40,1605,0,496788,HIGH_RATE
40,3208,0,235748,HIGH_RATE
40,4300,0,180148,HIGH_RATE
40,4447,0,122908,HIGH_RATE
40,2075,0,381028,HIGH_RATE
40,1514,0,90528,HIGH_RATE
40,2919,0,128788,HIGH_RATE
40,4387,0,119088,HIGH_RATE
40,3389,0,228668,HIGH_RATE
40,3369,0,229988,HIGH_RATE
40,2511,0,301248,HIGH_RATE
40,2173,0,363808,HIGH_RATE
40,3351,0,231228,HIGH_RATE
40,3455,0,224308,HIGH_RATE
40,1506,0,530708,HIGH_RATE
40,3947,0,150728,HIGH_RATE
40,3040,0,248848,HIGH_RATE
40,1743,0,457508,HIGH_RATE
40,3040,0,195628,HIGH_RATE
40,1547,0,515288,HIGH_RATE
40,4643,0,166928,HIGH_RATE
40,3384,0,228988,HIGH_RATE
40,3241,0,233368,HIGH_RATE
40,1840,0,27568,HIGH_RATE
40,4092,0,143508,HIGH_RATE
40,3455,0,224248,HIGH_RATE
40,3335,0,232368,HIGH_RATE
40,1625,0,84388,HIGH_RATE
40,4376,0,177108,HIGH_RATE
40,2552,0,296328,HIGH_RATE
40,3673,0,210948,HIGH_RATE
40,3087,0,92608,HIGH_RATE
40,1606,0,51928,HIGH_RATE
40,2591,0,291968,HIGH_RATE
40,1586,0,52628,HIGH_RATE
40,3073,0,246128,HIGH_RATE
40,1632,0,488488,HIGH_RATE
40,4359,0,177728,HIGH_RATE
40,1508,0,518228,HIGH_RATE
40,3367,0,230168,HIGH_RATE
40,2168,0,364688,HIGH_RATE
40,3068,0,193908,HIGH_RATE
40,1503,0,519888,HIGH_RATE
40,2629,0,287708,HIGH_RATE
40,2081,0,379868,HIGH_RATE
40,3002,0,251968,HIGH_RATE
40,2636,0,286888,HIGH_RATE
40,2992,0,252788,HIGH_RATE
40,1667,0,7048,HIGH_RATE
40,3503,0,221188,HIGH_RATE
40,1531,0,520708,HIGH_RATE
40,1509,0,517768,HIGH_RATE
40,3362,0,230428,HIGH_RATE
40,4404,0,175848,HIGH_RATE
40,2011,0,393268,HIGH_RATE
40,1978,0,399708,HIGH_RATE
40,3543,0,15428,HIGH_RATE
40,1676,0,49548,HIGH_RATE
40,4354,0,177928,HIGH_RATE
40,4397,0,176248,HIGH_RATE
40,4524,0,172008,HIGH_RATE
40,1509,0,529508,HIGH_RATE
40,2939,0,138208,HIGH_RATE
40,4692,0,165108,HIGH_RATE
40,3642,0,212748,HIGH_RATE
40,1662,0,82468,HIGH_RATE
40,2199,0,359568,HIGH_RATE
40,4520,0,171368,HIGH_RATE
40,2853,0,208568,HIGH_RATE
40,1505,0,519148,HIGH_RATE
40,3130,0,241708,HIGH_RATE
40,3012,0,197508,HIGH_RATE
40,4702,0,164808,HIGH_RATE
40,3092,0,192408,HIGH_RATE
40,1676,0,49548,HIGH_RATE
40,4275,0,181168,HIGH_RATE
40,1450,0,94568,HIGH_RATE
40,3466,0,223588,HIGH_RATE
40,3428,0,226968,HIGH_RATE
40,4217,0,141068,HIGH_RATE
40,2594,0,291588,HIGH_RATE
40,3403,0,227688,HIGH_RATE
40,3522,0,220028,HIGH_RATE
40,3213,0,235368,HIGH_RATE
40,4512,0,172428,HIGH_RATE
40,4667,0,166048,HIGH_RATE
40,3098,0,244188,HIGH_RATE
40,2201,0,359248,HIGH_RATE
40,2926,0,114688,HIGH_RATE
40,2568,0,294548,HIGH_RATE
40,1535,0,519528,HIGH_RATE
40,3036,0,249108,HIGH_RATE
40,2550,0,296668,HIGH_RATE
40,1528,0,521808,HIGH_RATE
40,4473,0,107028,HIGH_RATE
40,3026,0,249968,HIGH_RATE
40,3474,0,27268,HIGH_RATE
40,3204,0,236088,HIGH_RATE
40,3433,0,225728,HIGH_RATE
40,1992,0,396948,HIGH_RATE
40,4297,0,180348,HIGH_RATE
40,2542,0,297608,HIGH_RATE
40,3042,0,248628,HIGH_RATE
40,2966,0,200508,HIGH_RATE
40,3148,0,188988,HIGH_RATE
40,2015,0,392428,HIGH_RATE
40,1500,0,532508,HIGH_RATE
40,2600,0,290988,HIGH_RATE
40,3386,0,228768,HIGH_RATE
40,1630,0,36328,HIGH_RATE
40,3822,0,155648,HIGH_RATE
40,4282,0,180848,HIGH_RATE
40,1672,0,81988,HIGH_RATE
40,2003,0,394668,HIGH_RATE
40,2843,0,104028,HIGH_RATE
40,4591,0,168728,HIGH_RATE
40,1762,0,47348,HIGH_RATE
40,4800,0,99668,HIGH_RATE
40,2889,0,77968,HIGH_RATE
40,3005,0,251728,HIGH_RATE
40,1647,0,83228,HIGH_RATE
40,2625,0,226588,HIGH_RATE
40,4615,0,167908,HIGH_RATE
40,2523,0,299848,HIGH_RATE
40,4150,0,143368,HIGH_RATE
40,2047,0,386248,HIGH_RATE
40,1638,0,486588,HIGH_RATE
40,2936,0,202668,HIGH_RATE
40,2993,0,198788,HIGH_RATE
40,4560,0,104968,HIGH_RATE
40,4249,0,139948,HIGH_RATE
40,3120,0,242448,HIGH_RATE
40,2817,0,176168,HIGH_RATE
40,2588,0,229848,HIGH_RATE
40,1513,0,527968,HIGH_RATE
40,4341,0,110248,HIGH_RATE
40,1873,0,44548,HIGH_RATE
40,3525,0,219828,HIGH_RATE
40,4447,0,174188,HIGH_RATE
40,2033,0,388968,HIGH_RATE
40,1763,0,452208,HIGH_RATE
40,4535,0,170768,HIGH_RATE
40,2095,0,377388,HIGH_RATE
40,2747,0,158688,HIGH_RATE
40,3028,0,249788,HIGH_RATE
40,3055,0,194768,HIGH_RATE
40,3576,0,217588,HIGH_RATE
40,1615,0,36788,HIGH_RATE
40,2236,0,353548,HIGH_RATE
40,4381,0,177648,HIGH_RATE
40,3606,0,215808,HIGH_RATE
40,1746,0,456668,HIGH_RATE
40,3028,0,249748,HIGH_RATE
40,3024,0,250108,HIGH_RATE
40,1563,0,87708,HIGH_RATE
40,1695,0,80908,HIGH_RATE
40,1745,0,456988,HIGH_RATE
40,2670,0,283248,HIGH_RATE
40,3970,0,149848,HIGH_RATE
40,2585,0,230168,HIGH_RATE
40,2122,0,372568,HIGH_RATE
40,2614,0,289328,HIGH_RATE
40,2602,0,228608,HIGH_RATE
40,2175,0,363568,HIGH_RATE
40,3337,0,232208,HIGH_RATE
40,3098,0,20848,HIGH_RATE
40,1510,0,517348,HIGH_RATE
40,4581,0,169148,HIGH_RATE
40,1589,0,86268,HIGH_RATE
40,4573,0,169448,HIGH_RATE
40,1643,0,83428,HIGH_RATE
40,3214,0,235408,HIGH_RATE
40,4586,0,168968,HIGH_RATE
40,1620,0,492248,HIGH_RATE
40,1684,0,81428,HIGH_RATE
40,2565,0,294848,HIGH_RATE
40,2145,0,368528,HIGH_RATE
40,1500,0,520848,HIGH_RATE
40,1768,0,451048,HIGH_RATE
40,2008,0,393748,HIGH_RATE
40,2160,0,366008,HIGH_RATE
40,1945,0,406428,HIGH_RATE
40,1585,0,86488,HIGH_RATE
40,4534,0,170868,HIGH_RATE
40,1962,0,403068,HIGH_RATE
40,4116,0,144528,HIGH_RATE
40,4421,0,175288,HIGH_RATE
40,2144,0,368788,HIGH_RATE
40,2599,0,291008,HIGH_RATE
40,3734,0,159268,HIGH_RATE
40,3300,0,229248,HIGH_RATE
40,2676,0,219128,HIGH_RATE
40,3068,0,246568,HIGH_RATE
40,4482,0,173568,HIGH_RATE
40,4501,0,172128,HIGH_RATE
40,3391,0,228528,HIGH_RATE
40,1658,0,82688,HIGH_RATE
40,3529,0,220528,HIGH_RATE
40,3518,0,221228,HIGH_RATE
40,2961,0,255448,HIGH_RATE
40,4544,0,170428,HIGH_RATE
40,2589,0,229788,HIGH_RATE
40,1604,0,497168,HIGH_RATE
40,1697,0,80788,HIGH_RATE
40,1640,0,36108,HIGH_RATE
40,3913,0,152048,HIGH_RATE
40,1728,0,48288,HIGH_RATE
40,3112,0,191168,HIGH_RATE
40,4141,0,128388,HIGH_RATE
40,2581,0,293068,HIGH_RATE
40,1768,0,451048,HIGH_RATE
40,4255,0,182088,HIGH_RATE
40,2965,0,200588,HIGH_RATE
40,3084,0,192848,HIGH_RATE
40,1665,0,82368,HIGH_RATE
40,4676,0,165688,HIGH_RATE
40,4247,0,140088,HIGH_RATE
40,4386,0,176688,HIGH_RATE
40,2067,0,382568,HIGH_RATE
40,4191,0,184868,HIGH_RATE
40,3022,0,250328,HIGH_RATE
40,1606,0,496288,HIGH_RATE
40,3426,0,226148,HIGH_RATE
40,3974,0,149728,HIGH_RATE
40,2591,0,291928,HIGH_RATE
40,2749,0,169628,HIGH_RATE
40,2693,0,220888,HIGH_RATE
40,2515,0,300708,HIGH_RATE
40,1582,0,86648,HIGH_RATE
40,1511,0,528688,HIGH_RATE
40,2631,0,287508,HIGH_RATE
40,2544,0,233788,HIGH_RATE
40,2656,0,284808,HIGH_RATE
40,1670,0,35568,HIGH_RATE
40,3296,0,235108,HIGH_RATE
40,1943,0,6048,HIGH_RATE
40,1518,0,526388,HIGH_RATE
40,1950,0,405388,HIGH_RATE
40,1566,0,87548,HIGH_RATE
40,4716,0,101528,HIGH_RATE
40,1514,0,527868,HIGH_RATE
40,4525,0,171208,HIGH_RATE
40,1841,0,45328,HIGH_RATE
40,2586,0,292508,HIGH_RATE
40,4593,0,108548,HIGH_RATE
40,1510,0,21048,HIGH_RATE
40,3079,0,245668,HIGH_RATE
40,1690,0,35168,HIGH_RATE
40,3962,0,150128,HIGH_RATE
40,4061,0,146488,HIGH_RATE
40,4613,0,103588,HIGH_RATE
40,4438,0,174608,HIGH_RATE
40,2584,0,292768,HIGH_RATE
40,2631,0,287548,HIGH_RATE
40,3474,0,223028,HIGH_RATE
40,3079,0,193208,HIGH_RATE
40,2577,0,293508,HIGH_RATE
40,3137,0,241148,HIGH_RATE
40,1994,0,396468,HIGH_RATE
40,2557,0,232608,HIGH_RATE
40,1513,0,528248,HIGH_RATE
40,4613,0,167888,HIGH_RATE
40,3405,0,227548,HIGH_RATE
40,3073,0,63468,HIGH_RATE
40,4026,0,147768,HIGH_RATE
40,1522,0,525028,HIGH_RATE
40,1935,0,408668,HIGH_RATE
40,1958,0,403808,HIGH_RATE
40,1664,0,82388,HIGH_RATE
40,3085,0,245188,HIGH_RATE
40,4491,0,172548,HIGH_RATE
40,4373,0,177168,HIGH_RATE
40,2961,0,255488,HIGH_RATE
40,1602,0,497728,HIGH_RATE
40,1981,0,399148,HIGH_RATE
40,4670,0,111888,HIGH_RATE
40,1572,0,87208,HIGH_RATE
40,3589,0,216828,HIGH_RATE
40,1550,0,88448,HIGH_RATE
40,2164,0,365388,HIGH_RATE
40,3048,0,195168,HIGH_RATE
