% isAttack HIGH_RATE:	1332
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7,14,33,38,40'

@attribute max_fpktl numeric
@attribute mean_fiat numeric
@attribute sflow_bbytes numeric
@attribute total_fhlen numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
174,0,0,28,NORMAL
46,0,0,28,NORMAL
1452,720,0,168,NORMAL
330,0,0,28,NORMAL
69,0,0,28,NORMAL
92,0,0,28,NORMAL
48,0,0,48,NORMAL
129,0,0,28,NORMAL
140,0,0,28,NORMAL
117,0,0,28,NORMAL
140,0,0,28,NORMAL
126,0,0,28,NORMAL
145,0,0,28,NORMAL
72,0,0,28,NORMAL
565,0,0,108,NORMAL
296,0,0,28,NORMAL
126,0,0,28,NORMAL
93,0,0,28,NORMAL
58,0,0,28,NORMAL
57,317968,0,148,NORMAL
46,0,0,28,NORMAL
126,0,0,28,NORMAL
126,0,0,28,NORMAL
44,765805,0,88,NORMAL
97,0,0,28,NORMAL
131,0,0,48,NORMAL
84,0,0,28,NORMAL
74,0,0,28,NORMAL
30,0,0,28,NORMAL
131,0,0,28,NORMAL
144,0,0,28,NORMAL
305,0,0,28,NORMAL
44,0,0,28,NORMAL
48,0,0,28,NORMAL
324,0,0,28,NORMAL
73,0,0,28,NORMAL
129,0,0,28,NORMAL
81,0,0,28,NORMAL
122,0,0,48,NORMAL
596,519,0,48,NORMAL
303,0,0,28,NORMAL
126,0,0,28,NORMAL
630,0,0,28,NORMAL
623,0,0,28,NORMAL
129,0,0,28,NORMAL
30,0,0,28,NORMAL
377,0,0,28,NORMAL
58,0,0,48,NORMAL
126,0,0,28,NORMAL
92,0,0,28,NORMAL
67,0,0,28,NORMAL
79,0,0,28,NORMAL
296,0,0,28,NORMAL
80,0,0,28,NORMAL
92,0,0,28,NORMAL
84,0,0,28,NORMAL
64,0,0,28,NORMAL
116,0,0,28,NORMAL
44,0,0,28,NORMAL
78,0,0,28,NORMAL
474,0,0,28,NORMAL
97,0,0,28,NORMAL
131,0,0,28,NORMAL
315,0,0,28,NORMAL
73,0,0,28,NORMAL
126,0,0,28,NORMAL
93,0,0,28,NORMAL
460,91526,0,88,NORMAL
1108,0,0,28,NORMAL
80,0,0,28,NORMAL
116,0,0,28,NORMAL
107,999746,0,68,NORMAL
44,0,0,28,NORMAL
121,0,0,28,NORMAL
73,0,0,28,NORMAL
44,162977,0,48,NORMAL
131,0,0,28,NORMAL
92,0,0,28,NORMAL
73,0,0,28,NORMAL
62,0,0,28,NORMAL
596,0,0,28,NORMAL
30,0,0,28,NORMAL
44,0,0,28,NORMAL
122,0,0,28,NORMAL
1060,0,0,28,NORMAL
178,0,0,28,NORMAL
129,739959,0,88,NORMAL
94,0,0,28,NORMAL
138,0,0,28,NORMAL
129,0,0,28,NORMAL
54,326205,0,108,NORMAL
126,0,0,28,NORMAL
129,0,0,28,NORMAL
76,0,0,28,NORMAL
315,0,0,28,NORMAL
75,0,0,28,NORMAL
76,0,0,28,NORMAL
30,0,0,28,NORMAL
92,0,0,28,NORMAL
44,501948,0,128,NORMAL
1060,0,0,28,NORMAL
158,0,0,28,NORMAL
65,0,0,28,NORMAL
691,0,0,28,NORMAL
151,0,0,28,NORMAL
635,0,0,28,NORMAL
82,487482,0,308,NORMAL
63,0,0,28,NORMAL
44,22162,0,88,NORMAL
129,0,0,28,NORMAL
160,0,0,28,NORMAL
197,0,0,28,NORMAL
92,0,0,28,NORMAL
94,0,0,28,NORMAL
64,0,0,28,NORMAL
800,0,0,28,NORMAL
44,0,0,28,NORMAL
77,0,0,28,NORMAL
250,0,0,28,NORMAL
153,0,0,28,NORMAL
124,0,0,28,NORMAL
86,0,0,28,NORMAL
44,23379,0,48,NORMAL
326,0,0,28,NORMAL
371,0,0,28,NORMAL
131,0,0,28,NORMAL
126,0,0,28,NORMAL
126,0,0,28,NORMAL
76,83157,0,88,NORMAL
29,0,0,28,NORMAL
1181,95684,0,68,NORMAL
126,0,0,28,NORMAL
1108,0,0,48,NORMAL
56,0,0,28,NORMAL
317,930516,0,88,NORMAL
1108,0,0,48,NORMAL
116,0,0,28,NORMAL
133,0,0,28,NORMAL
63,0,0,28,NORMAL
90,0,0,28,NORMAL
100,0,0,128,NORMAL
44,0,0,28,NORMAL
48,8067,0,88,NORMAL
90,0,0,28,NORMAL
100,0,0,28,NORMAL
131,0,0,28,NORMAL
30,0,0,28,NORMAL
44,0,0,28,NORMAL
296,0,0,28,NORMAL
72,0,0,28,NORMAL
30,0,0,28,NORMAL
250,0,0,28,NORMAL
30,0,0,28,NORMAL
126,0,0,28,NORMAL
95,0,0,28,NORMAL
90,0,0,28,NORMAL
145,0,0,28,NORMAL
129,0,0,28,NORMAL
1016,201385,0,48,NORMAL
53,0,0,28,NORMAL
136,0,0,28,NORMAL
319,0,0,28,NORMAL
131,0,0,28,NORMAL
92,0,0,28,NORMAL
116,0,0,28,NORMAL
129,0,0,28,NORMAL
32,0,0,48,NORMAL
44,0,0,28,NORMAL
44,0,0,28,NORMAL
528,0,0,28,NORMAL
118,0,0,28,NORMAL
58,0,0,68,NORMAL
48,0,0,28,NORMAL
71,0,0,28,NORMAL
119,0,0,28,NORMAL
44,770672,0,48,NORMAL
1019,0,0,28,NORMAL
74,0,0,28,NORMAL
44,0,0,28,NORMAL
48,0,0,28,NORMAL
126,0,0,28,NORMAL
184,0,0,28,NORMAL
44,0,0,28,NORMAL
122,0,0,28,NORMAL
69,0,0,28,NORMAL
64,0,0,28,NORMAL
44,50605,0,88,NORMAL
121,0,0,28,NORMAL
44,0,0,28,NORMAL
56,0,0,28,NORMAL
30,0,0,28,NORMAL
64,0,0,28,NORMAL
70,0,0,28,NORMAL
596,804874,0,48,NORMAL
577,206800,0,68,NORMAL
97,0,0,28,NORMAL
51,0,0,28,NORMAL
72,0,0,28,NORMAL
97,110462,0,648,NORMAL
48,220239,0,48,NORMAL
372,143848,0,328,NORMAL
48,0,0,28,NORMAL
69,0,0,28,NORMAL
62,0,0,28,NORMAL
70,0,0,28,NORMAL
152,111264,0,68,NORMAL
1415,392192,0,308,NORMAL
703,0,0,28,NORMAL
142,0,0,28,NORMAL
44,57648,0,68,NORMAL
81,0,0,28,NORMAL
313,0,0,28,NORMAL
1016,0,0,28,NORMAL
57,0,0,28,NORMAL
76,0,0,28,NORMAL
73,0,0,28,NORMAL
78,0,0,28,NORMAL
75,0,0,28,NORMAL
83,0,0,28,NORMAL
129,0,0,108,NORMAL
42,59310,0,1628,NORMAL
44,0,0,28,NORMAL
92,0,0,88,NORMAL
44,0,0,28,NORMAL
131,0,0,28,NORMAL
90,0,0,28,NORMAL
234,59011,0,3568,NORMAL
90,0,0,28,NORMAL
44,0,0,28,NORMAL
126,0,0,28,NORMAL
1108,0,0,28,NORMAL
695,0,0,28,NORMAL
103,0,0,28,NORMAL
30,0,0,28,NORMAL
147,0,0,28,NORMAL
58,0,0,48,NORMAL
305,0,0,28,NORMAL
92,0,0,28,NORMAL
71,0,0,28,NORMAL
93,0,0,28,NORMAL
260,0,0,28,NORMAL
90,0,0,28,NORMAL
126,0,0,28,NORMAL
58,0,0,28,NORMAL
64,0,0,28,NORMAL
791,0,0,28,NORMAL
126,0,0,28,NORMAL
76,0,0,28,NORMAL
176,0,0,28,NORMAL
76,0,0,28,NORMAL
167,0,0,28,NORMAL
106,0,0,28,NORMAL
73,0,0,28,NORMAL
58,0,0,28,NORMAL
1108,0,0,28,NORMAL
158,0,0,28,NORMAL
221,0,0,28,NORMAL
140,0,0,28,NORMAL
164,0,0,28,NORMAL
131,0,0,28,NORMAL
635,0,0,28,NORMAL
106,0,0,28,NORMAL
629,0,0,28,NORMAL
92,0,0,48,NORMAL
152,110718,0,248,NORMAL
44,21694,0,68,NORMAL
112,0,0,28,NORMAL
84,0,0,28,NORMAL
129,0,0,28,NORMAL
175,0,0,28,NORMAL
126,0,0,28,NORMAL
142,0,0,28,NORMAL
73,0,0,28,NORMAL
59,0,0,28,NORMAL
126,0,0,28,NORMAL
77,0,0,28,NORMAL
102,0,0,28,NORMAL
177,0,0,28,NORMAL
109,0,0,28,NORMAL
64,0,0,28,NORMAL
44,14866,0,48,NORMAL
770,0,0,28,NORMAL
62,0,0,28,NORMAL
75,0,0,28,NORMAL
44,0,0,28,NORMAL
58,5851,0,68,NORMAL
126,0,0,28,NORMAL
58,0,0,48,NORMAL
96,0,0,28,NORMAL
126,0,0,28,NORMAL
126,0,0,28,NORMAL
672,0,0,28,NORMAL
116,0,0,68,NORMAL
30,0,0,28,NORMAL
129,0,0,28,NORMAL
370,0,0,28,NORMAL
116,0,0,28,NORMAL
1108,0,0,28,NORMAL
44,0,0,28,NORMAL
78,0,0,28,NORMAL
69,0,0,28,NORMAL
70,0,0,28,NORMAL
84,0,0,28,NORMAL
31,0,0,28,NORMAL
126,0,0,28,NORMAL
126,0,0,28,NORMAL
110,0,0,28,NORMAL
129,0,0,48,NORMAL
134,0,0,28,NORMAL
80,0,0,68,NORMAL
83,0,0,28,NORMAL
93,0,0,28,NORMAL
111,0,0,28,NORMAL
58,0,0,28,NORMAL
48,153089,0,48,NORMAL
131,0,0,28,NORMAL
624,0,0,28,NORMAL
1108,0,0,28,NORMAL
131,0,0,28,NORMAL
48,0,0,28,NORMAL
74,0,0,28,NORMAL
68,0,0,28,NORMAL
30,0,0,28,NORMAL
126,0,0,28,NORMAL
773,0,0,28,NORMAL
1195,0,0,28,NORMAL
62,0,0,28,NORMAL
126,0,0,28,NORMAL
73,0,0,28,NORMAL
1484,9409,0,408,NORMAL
125,0,0,28,NORMAL
126,0,0,28,NORMAL
596,0,0,28,NORMAL
63,0,0,28,NORMAL
354,142983,0,728,NORMAL
77,0,0,28,NORMAL
44,0,0,48,NORMAL
85,24807,0,8528,NORMAL
62,0,0,28,NORMAL
126,0,0,28,NORMAL
279,0,0,28,NORMAL
92,0,0,28,NORMAL
58,0,0,28,NORMAL
69,0,0,28,NORMAL
44,0,0,28,NORMAL
48,0,0,28,NORMAL
876,0,0,28,NORMAL
58,0,0,28,NORMAL
44,14380,0,48,NORMAL
73,0,0,28,NORMAL
74,275603,0,228,NORMAL
1452,665,0,168,NORMAL
63,0,0,28,NORMAL
126,0,0,28,NORMAL
74,53657,0,48,NORMAL
126,0,0,28,NORMAL
31,0,0,28,NORMAL
166,0,0,28,NORMAL
86,0,0,28,NORMAL
61,0,0,28,NORMAL
74,0,0,28,NORMAL
131,0,0,28,NORMAL
126,0,0,28,NORMAL
136,0,0,28,NORMAL
126,0,0,28,NORMAL
1453,28934,0,7308,NORMAL
126,0,0,28,NORMAL
126,0,0,28,NORMAL
82,417939,0,188,NORMAL
58,0,0,28,NORMAL
44,0,0,28,NORMAL
44,0,0,48,NORMAL
44,50833,0,108,NORMAL
142,0,0,28,NORMAL
326,0,0,28,NORMAL
166,0,0,28,NORMAL
129,0,0,28,NORMAL
129,0,0,28,NORMAL
156,0,0,28,NORMAL
126,0,0,48,NORMAL
48,142262,0,108,NORMAL
326,0,0,28,NORMAL
397,0,0,28,NORMAL
44,0,0,28,NORMAL
44,18831,0,48,NORMAL
79,0,0,28,NORMAL
96,0,0,28,NORMAL
72,0,0,28,NORMAL
126,0,0,28,NORMAL
31,0,0,28,NORMAL
64,0,0,28,NORMAL
130,0,0,28,NORMAL
251,0,0,28,NORMAL
44,54236,0,68,NORMAL
141,0,0,28,NORMAL
94,0,0,28,NORMAL
126,0,0,28,NORMAL
126,0,0,28,NORMAL
605,153387,0,108,NORMAL
30,0,0,28,NORMAL
76,0,0,28,NORMAL
48,0,0,28,NORMAL
117,0,0,28,NORMAL
76,0,0,28,NORMAL
64,0,0,28,NORMAL
64,0,0,28,NORMAL
147,0,0,28,NORMAL
81,0,0,28,NORMAL
177,0,0,48,NORMAL
69,0,0,28,NORMAL
73,0,0,28,NORMAL
48,0,0,28,NORMAL
156,0,0,28,NORMAL
169,495319,0,68,NORMAL
92,0,0,28,NORMAL
129,0,0,28,NORMAL
59,0,0,28,NORMAL
30,0,0,28,NORMAL
92,3,0,88,NORMAL
84,0,0,48,NORMAL
303,0,0,28,NORMAL
116,0,0,28,NORMAL
72,0,0,28,NORMAL
129,0,0,28,NORMAL
317,0,0,28,NORMAL
126,0,0,28,NORMAL
129,0,0,48,NORMAL
81,0,0,28,NORMAL
44,61118,0,48,NORMAL
117,0,0,28,NORMAL
126,0,0,28,NORMAL
174,0,0,28,NORMAL
90,0,0,28,NORMAL
44,0,0,28,NORMAL
126,0,0,28,NORMAL
64,0,0,28,NORMAL
92,0,0,28,NORMAL
726,0,0,28,NORMAL
69,0,0,28,NORMAL
129,0,0,28,NORMAL
74,0,0,28,NORMAL
30,0,0,28,NORMAL
326,0,0,28,NORMAL
82,0,0,28,NORMAL
300,0,0,28,NORMAL
67,0,0,28,NORMAL
90,0,0,28,NORMAL
129,0,0,28,NORMAL
44,0,0,28,NORMAL
48,210706,0,48,NORMAL
71,0,0,28,NORMAL
129,0,0,28,NORMAL
93,0,0,28,NORMAL
73,0,0,28,NORMAL
58,0,0,28,NORMAL
70,0,0,28,NORMAL
805,0,0,28,NORMAL
58,0,0,48,NORMAL
475,0,0,28,NORMAL
51,0,0,28,NORMAL
81,0,0,28,NORMAL
72,0,0,28,NORMAL
56,0,0,28,NORMAL
116,0,0,28,NORMAL
59,0,0,28,NORMAL
1108,0,0,28,NORMAL
126,0,0,28,NORMAL
1108,0,0,28,NORMAL
1453,234173,0,488,NORMAL
129,0,0,28,NORMAL
116,249218,0,68,NORMAL
64,0,0,28,NORMAL
44,211451,0,128,NORMAL
313,0,0,48,NORMAL
121,0,0,28,NORMAL
116,0,0,28,NORMAL
177,495366,0,68,NORMAL
273,0,0,28,NORMAL
72,0,0,28,NORMAL
29,0,0,28,NORMAL
44,240669,0,108,NORMAL
1016,0,0,28,NORMAL
131,0,0,28,NORMAL
2896,4285,80961,267028,HIGH_RATE
2948,8973,42320,84300,HIGH_RATE
88,1343,385166,448820,HIGH_RATE
1780,1628,295914,609188,HIGH_RATE
2764,9506,55648,113888,HIGH_RATE
2188,2909,85131,320432,HIGH_RATE
2788,1625,337150,596396,HIGH_RATE
2948,5744,18078,103696,HIGH_RATE
2948,9625,49248,109520,HIGH_RATE
1500,1658,284322,595200,HIGH_RATE
1500,1811,70288,152472,HIGH_RATE
2896,1741,267538,450432,HIGH_RATE
1500,6400,18628,37188,HIGH_RATE
2948,10993,9133,107656,HIGH_RATE
1500,5924,21508,44156,HIGH_RATE
64,867,15,344,HIGH_RATE
2500,8637,60372,127200,HIGH_RATE
2728,1699,313268,555436,HIGH_RATE
2524,2953,69927,295316,HIGH_RATE
2248,2015,194062,446480,HIGH_RATE
2948,9139,54404,120596,HIGH_RATE
2948,6659,19896,100784,HIGH_RATE
2948,5193,21840,133388,HIGH_RATE
2344,5497,115158,158140,HIGH_RATE
3076,3280,140065,476380,HIGH_RATE
64,1336,261302,489484,HIGH_RATE
2296,7827,51188,116072,HIGH_RATE
1948,7569,38324,80244,HIGH_RATE
1500,6691,27492,59496,HIGH_RATE
2948,4597,66135,238948,HIGH_RATE
2704,8450,53096,130164,HIGH_RATE
1912,1966,193738,455684,HIGH_RATE
1516,1672,159338,397704,HIGH_RATE
2848,1655,234738,425472,HIGH_RATE
2684,1827,134662,314400,HIGH_RATE
2948,7161,25237,106868,HIGH_RATE
2948,5549,46551,161000,HIGH_RATE
1500,6291,35192,77800,HIGH_RATE
2200,7519,33108,66308,HIGH_RATE
1780,3006,85329,314400,HIGH_RATE
2044,5677,39771,152576,HIGH_RATE
2948,3019,147535,516056,HIGH_RATE
1500,1695,135442,324852,HIGH_RATE
2948,5497,20618,126680,HIGH_RATE
2948,9868,48152,103332,HIGH_RATE
1500,5831,21312,118828,HIGH_RATE
2812,1726,196150,355220,HIGH_RATE
2404,1743,164086,408728,HIGH_RATE
2948,9704,37168,70156,HIGH_RATE
2948,2651,145331,594368,HIGH_RATE
2788,1647,348226,636748,HIGH_RATE
2948,2109,196090,453136,HIGH_RATE
2948,3608,126339,433376,HIGH_RATE
2948,3742,110183,406856,HIGH_RATE
1744,1808,76470,154292,HIGH_RATE
2948,3345,79997,283460,HIGH_RATE
1984,1726,124626,304936,HIGH_RATE
2740,1982,192538,448092,HIGH_RATE
1500,431396,15,432,HIGH_RATE
1600,4458,11684,22212,HIGH_RATE
2948,3061,73397,292040,HIGH_RATE
2008,7701,36708,75980,HIGH_RATE
2584,4197,104999,363332,HIGH_RATE
2948,3197,84451,288556,HIGH_RATE
2948,10687,34820,63604,HIGH_RATE
1972,2909,89237,317728,HIGH_RATE
2948,6013,38333,137132,HIGH_RATE
2480,3308,70937,262868,HIGH_RATE
2948,4877,70339,236036,HIGH_RATE
2948,2756,145931,562336,HIGH_RATE
2948,8238,40964,76760,HIGH_RATE
2948,9169,54784,125796,HIGH_RATE
328,0,0,68,HIGH_RATE
1660,1671,286542,593588,HIGH_RATE
2080,6454,25220,55440,HIGH_RATE
2368,8677,53512,119972,HIGH_RATE
316,118150,20,840,HIGH_RATE
2948,5592,54321,177744,HIGH_RATE
1780,1735,76522,161364,HIGH_RATE
2320,1686,274690,559840,HIGH_RATE
2948,5745,21600,120492,HIGH_RATE
280,105183,60,788,HIGH_RATE
1500,1795,71294,155436,HIGH_RATE
2948,2940,77427,300672,HIGH_RATE
2948,2889,151007,540132,HIGH_RATE
2948,3189,71681,276180,HIGH_RATE
2948,7515,49084,103592,HIGH_RATE
2948,7209,27161,106972,HIGH_RATE
71,0,0,108,HIGH_RATE
2596,1697,178594,422040,HIGH_RATE
2948,9633,38336,75928,HIGH_RATE
2692,9301,52484,116176,HIGH_RATE
2764,1631,306934,544968,HIGH_RATE
2948,9073,44984,86380,HIGH_RATE
1500,295228,10,664,HIGH_RATE
316,99159,30,892,HIGH_RATE
2948,2899,86585,321940,HIGH_RATE
1500,6063,18890,112952,HIGH_RATE
748,1324,703146,798728,HIGH_RATE
2740,1640,385496,640344,HIGH_RATE
2948,5313,54903,192564,HIGH_RATE
2560,8862,47404,105932,HIGH_RATE
2132,3994,175638,293964,HIGH_RATE
64,1330,273886,513768,HIGH_RATE
2164,7074,15272,27880,HIGH_RATE
1948,7706,41524,77540,HIGH_RATE
2948,7622,24073,97768,HIGH_RATE
2200,8550,42848,80920,HIGH_RATE
4396,2235,157414,372536,HIGH_RATE
340,101247,20,944,HIGH_RATE
2948,5172,67459,207488,HIGH_RATE
2948,7206,46772,97924,HIGH_RATE
1996,10147,54672,113940,HIGH_RATE
1888,2779,90261,332756,HIGH_RATE
2488,8890,54024,121532,HIGH_RATE
2512,2966,145891,525312,HIGH_RATE
2948,5218,57767,205824,HIGH_RATE
2188,6286,41203,144308,HIGH_RATE
2948,3895,92531,347576,HIGH_RATE
2948,1716,143670,339516,HIGH_RATE
2948,2414,109026,635084,HIGH_RATE
2948,9936,48216,104892,HIGH_RATE
2948,3069,139091,511324,HIGH_RATE
2948,3611,111523,402384,HIGH_RATE
340,102318,20,952,HIGH_RATE
2948,1962,174350,448092,HIGH_RATE
2236,8448,55500,127564,HIGH_RATE
2728,1637,225874,408624,HIGH_RATE
2128,3984,93635,334784,HIGH_RATE
1500,5767,26372,57780,HIGH_RATE
2452,1615,377486,649384,HIGH_RATE
2948,4372,82745,277584,HIGH_RATE
1500,1664,287098,595460,HIGH_RATE
2948,9400,54808,111600,HIGH_RATE
2948,9643,40952,76552,HIGH_RATE
2756,1953,153650,366088,HIGH_RATE
2948,1665,281178,594784,HIGH_RATE
2948,2800,136825,555524,HIGH_RATE
1612,2032,195258,442684,HIGH_RATE
2948,4366,84359,308004,HIGH_RATE
1500,5450,14172,22576,HIGH_RATE
2620,1691,72026,139316,HIGH_RATE
2008,9093,39360,77956,HIGH_RATE
2332,8748,29303,122104,HIGH_RATE
2224,6996,38412,85028,HIGH_RATE
1948,7611,42112,82740,HIGH_RATE
2948,3025,88031,312008,HIGH_RATE
2948,4882,62435,213000,HIGH_RATE
2948,5380,21586,128604,HIGH_RATE
2116,3333,83179,278676,HIGH_RATE
2948,9448,47836,111236,HIGH_RATE
2176,1698,183278,344716,HIGH_RATE
2476,8411,52172,111860,HIGH_RATE
1936,6206,44007,150444,HIGH_RATE
1780,1683,280594,561348,HIGH_RATE
2948,2851,152091,548452,HIGH_RATE
2476,9313,46472,101044,HIGH_RATE
2948,8980,41196,87264,HIGH_RATE
1500,408358,24,632,HIGH_RATE
2948,4822,57473,211856,HIGH_RATE
2656,1566,260706,493724,HIGH_RATE
2056,7952,50416,95844,HIGH_RATE
220,125621,60,684,HIGH_RATE
2884,1624,354186,646784,HIGH_RATE
2948,4182,81637,295420,HIGH_RATE
2948,3026,150915,516056,HIGH_RATE
2948,6408,20232,102240,HIGH_RATE
1500,1668,286266,567536,HIGH_RATE
1500,5357,19820,129280,HIGH_RATE
2948,9701,32100,56220,HIGH_RATE
436,4578,13088,24032,HIGH_RATE
1500,1877,139566,374980,HIGH_RATE
2896,1604,332414,620940,HIGH_RATE
1500,1591,200990,470140,HIGH_RATE
2948,2770,150781,577884,HIGH_RATE
2224,8635,49956,106972,HIGH_RATE
2080,7985,34860,69532,HIGH_RATE
2056,8528,48348,123664,HIGH_RATE
2948,5064,75381,265208,HIGH_RATE
2056,8710,50528,124236,HIGH_RATE
2236,11275,31520,53048,HIGH_RATE
2584,1653,266602,566756,HIGH_RATE
2948,9414,49876,112016,HIGH_RATE
2248,5620,42913,158504,HIGH_RATE
2104,4847,55071,193656,HIGH_RATE
2948,3247,80725,287412,HIGH_RATE
1780,1755,75794,159752,HIGH_RATE
1744,1623,280682,579964,HIGH_RATE
2948,5002,47065,183204,HIGH_RATE
2948,2631,150819,593432,HIGH_RATE
2632,2072,191902,433168,HIGH_RATE
2056,9369,54176,115500,HIGH_RATE
2948,9105,41052,74836,HIGH_RATE
2948,7467,43688,93712,HIGH_RATE
2056,9148,54336,114720,HIGH_RATE
2248,1685,159174,394636,HIGH_RATE
1500,2005,199702,447624,HIGH_RATE
2948,8497,52088,124080,HIGH_RATE
364,3072,7424,12176,HIGH_RATE
2948,5941,20126,116488,HIGH_RATE
2948,10315,30932,58664,HIGH_RATE
2728,9687,50364,108792,HIGH_RATE
2948,2743,141317,571748,HIGH_RATE
328,0,0,88,HIGH_RATE
424,5092,15396,28088,HIGH_RATE
2116,1715,151882,356260,HIGH_RATE
2948,9811,30388,54348,HIGH_RATE
2416,2114,162722,370144,HIGH_RATE
2948,4032,51743,208320,HIGH_RATE
2948,9081,34036,58612,HIGH_RATE
1948,1832,74658,153044,HIGH_RATE
2948,1923,68822,145244,HIGH_RATE
2948,8817,45932,113732,HIGH_RATE
1500,6223,43184,88200,HIGH_RATE
1500,110991,10,536,HIGH_RATE
2948,5427,21526,127460,HIGH_RATE
2948,3212,88641,294328,HIGH_RATE
2948,1739,175526,411640,HIGH_RATE
2948,3298,78425,280652,HIGH_RATE
2752,1979,203678,482048,HIGH_RATE
2248,1772,164926,401396,HIGH_RATE
1500,1184,30,736,HIGH_RATE
2948,4378,76505,281432,HIGH_RATE
1500,1566,265022,605808,HIGH_RATE
2824,1713,191282,311228,HIGH_RATE
2692,1636,248706,469412,HIGH_RATE
2948,5583,65749,235984,HIGH_RATE
2332,1888,169818,396976,HIGH_RATE
2948,9452,50944,117892,HIGH_RATE
2948,7142,37156,81596,HIGH_RATE
2500,4718,64103,236244,HIGH_RATE
2584,1736,174774,412316,HIGH_RATE
1500,1709,302238,579756,HIGH_RATE
2948,4810,130010,181852,HIGH_RATE
2260,1779,177890,370872,HIGH_RATE
1552,1663,152666,399472,HIGH_RATE
2872,1951,208466,462184,HIGH_RATE
2032,5217,42461,167552,HIGH_RATE
2128,7462,30064,62824,HIGH_RATE
1500,1632,230262,431712,HIGH_RATE
1500,7288,4119,31024,HIGH_RATE
1500,7095,46036,99120,HIGH_RATE
316,98422,20,944,HIGH_RATE
2948,1654,329346,571228,HIGH_RATE
2948,9527,51940,113264,HIGH_RATE
2948,5016,61021,209776,HIGH_RATE
2948,3276,75115,259956,HIGH_RATE
2948,6338,34867,131204,HIGH_RATE
2948,8544,38540,80816,HIGH_RATE
2848,1704,295574,505032,HIGH_RATE
71,624343,0,48,HIGH_RATE
1840,9286,34004,61784,HIGH_RATE
1900,1919,203646,497492,HIGH_RATE
1960,8289,40300,76396,HIGH_RATE
2156,7705,14248,23720,HIGH_RATE
1684,2540,167399,613972,HIGH_RATE
2948,1813,159002,395104,HIGH_RATE
2948,10089,49532,115188,HIGH_RATE
1240,1310,332490,646368,HIGH_RATE
2948,4902,65667,222308,HIGH_RATE
2044,9642,38412,71040,HIGH_RATE
2948,2614,152083,594888,HIGH_RATE
2948,2856,153987,545384,HIGH_RATE
2948,3810,68865,235620,HIGH_RATE
2068,7442,39956,84664,HIGH_RATE
2948,5424,50663,183152,HIGH_RATE
2948,5356,21662,129540,HIGH_RATE
2948,7055,23140,50968,HIGH_RATE
256,101098,15,1004,HIGH_RATE
2948,9601,38380,67608,HIGH_RATE
2920,1653,347982,585840,HIGH_RATE
2776,7371,51140,103384,HIGH_RATE
2948,4352,100331,344664,HIGH_RATE
2948,11246,28980,49200,HIGH_RATE
2428,1670,164866,398224,HIGH_RATE
1500,389745,15,396,HIGH_RATE
2948,3801,109659,394012,HIGH_RATE
280,99993,20,944,HIGH_RATE
2948,3393,72815,256108,HIGH_RATE
2860,1583,259284,486472,HIGH_RATE
2872,1974,205250,485948,HIGH_RATE
1500,1765,74582,158296,HIGH_RATE
292,127864,15,840,HIGH_RATE
2704,3089,78659,277324,HIGH_RATE
2948,1649,208842,453396,HIGH_RATE
352,3912,6456,11136,HIGH_RATE
2948,8536,21460,90236,HIGH_RATE
2704,1887,164730,367180,HIGH_RATE
2788,9279,50532,115084,HIGH_RATE
2948,7735,40056,84508,HIGH_RATE
1500,7584,8942,51608,HIGH_RATE
2068,3259,66731,264844,HIGH_RATE
2948,5833,65643,201248,HIGH_RATE
2948,6413,19772,102292,HIGH_RATE
2948,5185,42523,171712,HIGH_RATE
2512,1664,156026,399524,HIGH_RATE
2948,9428,51028,118360,HIGH_RATE
2948,3155,143351,488756,HIGH_RATE
2948,3199,78319,295264,HIGH_RATE
2948,2923,82767,316012,HIGH_RATE
2948,6568,26940,63448,HIGH_RATE
2200,1650,167350,403008,HIGH_RATE
1500,5483,21748,126784,HIGH_RATE
1228,1309,632634,688436,HIGH_RATE
2684,8499,58044,134584,HIGH_RATE
1792,1648,283702,574920,HIGH_RATE
424,4455,11460,27620,HIGH_RATE
2284,1655,163394,399316,HIGH_RATE
2056,5367,41236,158088,HIGH_RATE
2224,7737,36676,72184,HIGH_RATE
2948,10058,45308,103436,HIGH_RATE
1500,69438,30,276,HIGH_RATE
2020,6012,7334,26172,HIGH_RATE
2296,2959,89479,320068,HIGH_RATE
2948,3419,132901,454696,HIGH_RATE
412,3378,9080,17636,HIGH_RATE
2948,4282,88585,320796,HIGH_RATE
2948,5772,19710,120128,HIGH_RATE
1500,1840,69510,151848,HIGH_RATE
2948,2876,147515,542472,HIGH_RATE
2272,1644,159710,402592,HIGH_RATE
2948,3027,149485,514808,HIGH_RATE
229,0,0,28,HIGH_RATE
2948,2719,93591,349084,HIGH_RATE
2948,5622,45555,167864,HIGH_RATE
