% isAttack normal:	1333
% isAttack attack:	2592
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,12,17,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute rerror_rate numeric
@attribute dst_host_count numeric
@attribute isAttack {normal,attack}

@data
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,S1,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
udp,OTH,0,42,attack
tcp,S3,0,99,attack
tcp,S3,0,93,attack
tcp,S3,0,100,attack
tcp,OTH,0,32,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,94,attack
tcp,S3,0,44,attack
tcp,OTH,0,15,attack
tcp,OTH,0,96,attack
tcp,OTH,0,33,attack
tcp,OTH,0,94,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,33,attack
tcp,OTH,0,19,attack
tcp,OTH,0,24,attack
tcp,OTH,0,33,attack
udp,OTH,0,22,attack
udp,OTH,0,34,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,38,attack
tcp,OTH,0,33,attack
tcp,S3,0,72,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,81,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,31,attack
tcp,RSTO,0,100,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,98,attack
tcp,OTH,0,100,attack
tcp,S3,0,98,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,34,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,98,attack
tcp,S1,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,71,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,RSTO,0,100,attack
udp,OTH,0,28,attack
tcp,S3,0,100,attack
tcp,OTH,0,28,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,98,attack
tcp,S3,0,31,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,98,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,71,attack
tcp,RSTO,0,100,attack
tcp,S3,0,92,attack
tcp,OTH,0,33,attack
tcp,OTH,0,33,attack
tcp,S1,0,100,attack
tcp,OTH,0,31,attack
tcp,OTH,0,4,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,11,attack
udp,OTH,0,4,attack
tcp,OTH,0,33,attack
udp,OTH,0,33,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,96,attack
tcp,OTH,0,72,attack
udp,OTH,0,41,attack
tcp,OTH,0,59,attack
tcp,S1,0,100,attack
tcp,S3,0,100,attack
tcp,S1,0,100,attack
tcp,OTH,0,0,attack
tcp,S3,0,100,attack
udp,OTH,0,34,attack
tcp,S3,0,100,attack
tcp,OTH,0,10,attack
tcp,S1,0,100,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,64,attack
tcp,OTH,0,32,attack
udp,OTH,0,34,attack
tcp,S1,0,100,attack
tcp,OTH,0,31,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,33,attack
tcp,S3,0,98,attack
udp,OTH,0,33,attack
tcp,OTH,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,14,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
udp,OTH,0,17,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,100,attack
tcp,S3,0,77,attack
tcp,S3,0,100,attack
tcp,OTH,0,98,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,OTH,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,34,attack
tcp,S3,0,61,attack
tcp,S3,0,99,attack
udp,OTH,0,34,attack
tcp,S3,0,100,attack
tcp,OTH,0,71,attack
udp,OTH,0,33,attack
udp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,OTH,0,32,attack
udp,OTH,0,33,attack
udp,OTH,0,33,attack
tcp,OTH,0,33,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,99,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,33,attack
tcp,OTH,0,98,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,99,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,33,attack
tcp,OTH,0,94,attack
udp,OTH,0,25,attack
tcp,OTH,0,11,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,99,attack
tcp,OTH,0,19,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,99,attack
tcp,OTH,0,14,attack
udp,OTH,0,34,attack
tcp,S3,0,99,attack
tcp,S3,0,94,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,78,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,29,attack
udp,OTH,0,30,attack
tcp,OTH,0,32,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,94,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,33,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
tcp,S1,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,OTH,0,32,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,OTH,0,16,attack
tcp,RSTO,0,100,attack
tcp,S3,0,100,attack
udp,OTH,0,21,attack
tcp,S3,0,100,attack
tcp,S3,0,71,attack
tcp,S3,0,100,attack
tcp,OTH,0,98,attack
tcp,S3,0,98,attack
udp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
udp,OTH,0,35,attack
tcp,OTH,0,33,attack
tcp,OTH,0,33,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,91,attack
udp,OTH,0,20,attack
tcp,OTH,0,33,attack
tcp,S3,0,100,attack
tcp,S3,0,80,attack
tcp,S3,0,100,attack
tcp,OTH,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,OTH,0,31,attack
tcp,S3,0,99,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,57,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,100,attack
tcp,S3,0,76,attack
tcp,OTH,0,20,attack
tcp,S3,0,100,attack
tcp,S3,0,99,attack
tcp,OTH,0,13,attack
tcp,OTH,0,38,attack
udp,OTH,0,33,attack
udp,OTH,0,33,attack
tcp,OTH,0,33,attack
udp,OTH,0,36,attack
tcp,S3,0,100,attack
tcp,OTH,0,71,attack
tcp,OTH,0,74,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,S3,0,76,attack
tcp,OTH,0,68,attack
tcp,OTH,0,74,attack
tcp,S3,0,100,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,76,attack
tcp,OTH,0,69,attack
tcp,OTH,0,69,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,77,attack
tcp,OTH,0,69,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,74,attack
tcp,OTH,0,67,attack
tcp,OTH,0,64,attack
tcp,OTH,0,70,attack
tcp,OTH,0,65,attack
tcp,OTH,0,73,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,69,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,77,attack
tcp,OTH,0,65,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,76,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,53,attack
tcp,OTH,0,70,attack
tcp,OTH,0,75,attack
tcp,OTH,0,71,attack
tcp,OTH,0,70,attack
tcp,OTH,0,75,attack
tcp,OTH,0,63,attack
tcp,OTH,0,70,attack
tcp,OTH,0,63,attack
tcp,OTH,0,71,attack
tcp,S3,0,45,attack
tcp,OTH,0,72,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,65,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,77,attack
tcp,OTH,0,76,attack
tcp,OTH,0,66,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,OTH,0,65,attack
tcp,OTH,0,100,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
tcp,OTH,0,75,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,49,attack
tcp,OTH,0,69,attack
tcp,OTH,0,68,attack
tcp,S3,0,84,attack
tcp,OTH,0,67,attack
tcp,OTH,0,69,attack
tcp,OTH,0,73,attack
tcp,OTH,0,76,attack
tcp,OTH,0,65,attack
tcp,OTH,0,72,attack
tcp,OTH,0,79,attack
udp,OTH,0,33,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,OTH,0,65,attack
tcp,OTH,0,70,attack
tcp,OTH,0,33,attack
tcp,OTH,0,71,attack
tcp,OTH,0,70,attack
tcp,S3,0,76,attack
tcp,S1,0,100,attack
tcp,OTH,0,66,attack
tcp,OTH,0,71,attack
tcp,OTH,0,65,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,OTH,0,70,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,72,attack
tcp,OTH,0,66,attack
tcp,OTH,0,72,attack
tcp,OTH,0,66,attack
tcp,OTH,0,65,attack
tcp,OTH,0,70,attack
tcp,OTH,0,59,attack
tcp,OTH,0,39,attack
tcp,OTH,0,75,attack
tcp,OTH,0,65,attack
tcp,OTH,0,69,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
tcp,OTH,0,76,attack
tcp,OTH,0,76,attack
tcp,S3,0,87,attack
tcp,OTH,0,70,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,65,attack
tcp,OTH,0,71,attack
tcp,OTH,0,63,attack
tcp,OTH,0,65,attack
tcp,OTH,0,66,attack
tcp,OTH,0,65,attack
tcp,OTH,0,71,attack
tcp,OTH,0,67,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,OTH,0,68,attack
tcp,OTH,0,75,attack
tcp,OTH,0,70,attack
tcp,OTH,0,75,attack
tcp,OTH,0,67,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,74,attack
tcp,OTH,0,69,attack
tcp,OTH,0,72,attack
tcp,OTH,0,72,attack
tcp,OTH,0,70,attack
tcp,OTH,0,69,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,67,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,67,attack
tcp,OTH,0,65,attack
tcp,OTH,0,73,attack
tcp,OTH,0,77,attack
tcp,OTH,0,70,attack
tcp,OTH,0,68,attack
tcp,OTH,0,67,attack
tcp,OTH,0,67,attack
tcp,OTH,0,72,attack
tcp,OTH,0,11,attack
tcp,OTH,0,69,attack
tcp,OTH,0,74,attack
tcp,OTH,0,66,attack
tcp,OTH,0,62,attack
tcp,OTH,0,68,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,73,attack
tcp,OTH,0,68,attack
tcp,OTH,0,70,attack
tcp,OTH,0,72,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,S3,0,100,attack
tcp,OTH,0,60,attack
tcp,OTH,0,69,attack
tcp,OTH,0,75,attack
tcp,OTH,0,67,attack
tcp,OTH,0,66,attack
tcp,S3,0,100,attack
tcp,OTH,0,69,attack
tcp,OTH,0,71,attack
tcp,OTH,0,70,attack
tcp,OTH,0,65,attack
tcp,OTH,0,78,attack
tcp,OTH,0,66,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,68,attack
tcp,OTH,0,72,attack
tcp,OTH,0,72,attack
tcp,S3,0,100,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,70,attack
tcp,OTH,0,72,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,67,attack
tcp,OTH,0,74,attack
tcp,OTH,0,70,attack
tcp,S3,0,98,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,75,attack
tcp,OTH,0,73,attack
tcp,OTH,0,67,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
udp,OTH,0,35,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,OTH,0,69,attack
tcp,OTH,0,63,attack
tcp,OTH,0,63,attack
tcp,OTH,0,68,attack
tcp,OTH,0,70,attack
tcp,OTH,0,68,attack
tcp,OTH,0,73,attack
tcp,OTH,0,72,attack
tcp,S3,0,100,attack
tcp,OTH,0,70,attack
tcp,OTH,0,68,attack
tcp,OTH,0,99,attack
tcp,OTH,0,72,attack
udp,OTH,0,27,attack
tcp,OTH,0,75,attack
tcp,OTH,0,66,attack
tcp,OTH,0,65,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,OTH,0,72,attack
tcp,OTH,0,70,attack
tcp,OTH,0,70,attack
tcp,OTH,0,64,attack
tcp,S3,0,100,attack
tcp,OTH,0,71,attack
tcp,OTH,0,73,attack
tcp,OTH,0,67,attack
tcp,OTH,0,73,attack
tcp,OTH,0,67,attack
tcp,OTH,0,74,attack
tcp,OTH,0,66,attack
tcp,OTH,0,66,attack
tcp,OTH,0,69,attack
tcp,OTH,0,71,attack
tcp,OTH,0,67,attack
tcp,OTH,0,76,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,S3,0,87,attack
tcp,OTH,0,70,attack
udp,OTH,0,33,attack
tcp,OTH,0,68,attack
tcp,OTH,0,74,attack
tcp,S3,0,100,attack
tcp,OTH,0,66,attack
tcp,OTH,0,72,attack
tcp,OTH,0,70,attack
tcp,S3,0,100,attack
tcp,OTH,0,69,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,64,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,OTH,0,76,attack
tcp,OTH,0,74,attack
tcp,OTH,0,71,attack
tcp,OTH,0,64,attack
tcp,OTH,0,66,attack
tcp,OTH,0,74,attack
tcp,OTH,0,72,attack
tcp,OTH,0,69,attack
tcp,OTH,0,74,attack
tcp,OTH,0,74,attack
tcp,OTH,0,65,attack
tcp,OTH,0,68,attack
tcp,OTH,0,73,attack
tcp,OTH,0,68,attack
tcp,OTH,0,75,attack
tcp,OTH,0,65,attack
tcp,OTH,0,71,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,S3,0,100,attack
tcp,OTH,0,66,attack
tcp,OTH,0,71,attack
tcp,OTH,0,79,attack
tcp,OTH,0,72,attack
tcp,OTH,0,72,attack
tcp,OTH,0,70,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,70,attack
tcp,OTH,0,70,attack
tcp,OTH,0,57,attack
tcp,OTH,0,71,attack
tcp,S3,0,100,attack
tcp,OTH,0,71,attack
tcp,OTH,0,64,attack
tcp,S3,0,100,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,OTH,0,56,attack
tcp,OTH,0,68,attack
tcp,OTH,0,70,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,OTH,0,75,attack
tcp,OTH,0,67,attack
tcp,OTH,0,75,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,70,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,78,attack
tcp,OTH,0,71,attack
tcp,OTH,0,73,attack
tcp,S3,0,25,attack
tcp,OTH,0,75,attack
tcp,OTH,0,65,attack
tcp,OTH,0,68,attack
tcp,OTH,0,74,attack
tcp,OTH,0,67,attack
tcp,OTH,0,67,attack
tcp,OTH,0,56,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,67,attack
tcp,S3,0,100,attack
tcp,OTH,0,33,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,69,attack
tcp,OTH,0,33,attack
tcp,OTH,0,73,attack
tcp,OTH,0,71,attack
tcp,S3,0,51,attack
tcp,OTH,0,75,attack
tcp,OTH,0,72,attack
tcp,OTH,0,64,attack
tcp,OTH,0,65,attack
tcp,OTH,0,74,attack
tcp,OTH,0,69,attack
tcp,OTH,0,65,attack
tcp,OTH,0,73,attack
tcp,OTH,0,67,attack
tcp,OTH,0,64,attack
tcp,S3,0,100,attack
udp,OTH,0,33,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,S3,0,75,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
tcp,OTH,0,74,attack
tcp,OTH,0,72,attack
tcp,OTH,0,100,attack
tcp,OTH,0,64,attack
tcp,OTH,0,71,attack
tcp,OTH,0,65,attack
tcp,OTH,0,69,attack
tcp,OTH,0,73,attack
tcp,OTH,0,75,attack
tcp,OTH,0,70,attack
tcp,S3,0,100,attack
tcp,OTH,0,68,attack
tcp,OTH,0,63,attack
tcp,OTH,0,68,attack
tcp,OTH,0,79,attack
tcp,OTH,0,72,attack
tcp,OTH,0,75,attack
tcp,OTH,0,68,attack
tcp,OTH,0,75,attack
tcp,OTH,0,65,attack
tcp,OTH,0,63,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,OTH,0,70,attack
tcp,S3,0,100,attack
tcp,OTH,0,68,attack
tcp,S3,0,100,attack
tcp,OTH,0,73,attack
tcp,OTH,0,66,attack
tcp,OTH,0,73,attack
tcp,OTH,0,75,attack
tcp,OTH,0,69,attack
tcp,OTH,0,69,attack
tcp,OTH,0,72,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,73,attack
tcp,OTH,0,70,attack
tcp,OTH,0,69,attack
tcp,S3,0,100,attack
tcp,OTH,0,74,attack
tcp,OTH,0,67,attack
tcp,OTH,0,70,attack
tcp,OTH,0,69,attack
tcp,OTH,0,73,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,64,attack
tcp,OTH,0,72,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,72,attack
tcp,OTH,0,69,attack
tcp,OTH,0,68,attack
tcp,OTH,0,73,attack
tcp,OTH,0,67,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,66,attack
tcp,OTH,0,65,attack
tcp,OTH,0,78,attack
tcp,OTH,0,66,attack
tcp,OTH,0,76,attack
tcp,OTH,0,72,attack
tcp,OTH,0,69,attack
tcp,OTH,0,73,attack
tcp,S3,0,98,attack
tcp,OTH,0,72,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,74,attack
tcp,OTH,0,64,attack
tcp,OTH,0,76,attack
tcp,OTH,0,76,attack
tcp,OTH,0,69,attack
tcp,OTH,0,44,attack
tcp,OTH,0,70,attack
tcp,OTH,0,70,attack
tcp,OTH,0,67,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,70,attack
tcp,OTH,0,65,attack
tcp,OTH,0,66,attack
tcp,S3,0,100,attack
tcp,OTH,0,70,attack
tcp,OTH,0,25,attack
tcp,OTH,0,79,attack
tcp,OTH,0,67,attack
tcp,OTH,0,63,attack
udp,OTH,0,33,attack
tcp,OTH,0,70,attack
tcp,OTH,0,65,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,72,attack
tcp,OTH,0,68,attack
tcp,OTH,0,65,attack
tcp,OTH,0,75,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,70,attack
tcp,OTH,0,69,attack
tcp,OTH,0,75,attack
tcp,OTH,0,73,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,70,attack
tcp,OTH,0,53,attack
tcp,S3,0,100,attack
tcp,OTH,0,65,attack
tcp,OTH,0,69,attack
tcp,OTH,0,63,attack
tcp,OTH,0,66,attack
tcp,OTH,0,67,attack
tcp,OTH,0,74,attack
tcp,OTH,0,77,attack
tcp,OTH,0,75,attack
tcp,OTH,0,75,attack
udp,OTH,0,33,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,OTH,0,74,attack
tcp,OTH,0,68,attack
tcp,OTH,0,72,attack
udp,OTH,0,36,attack
tcp,OTH,0,70,attack
tcp,OTH,0,61,attack
tcp,OTH,0,70,attack
tcp,OTH,0,64,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,70,attack
tcp,OTH,0,71,attack
tcp,OTH,0,72,attack
tcp,OTH,0,64,attack
tcp,OTH,0,33,attack
tcp,OTH,0,72,attack
tcp,OTH,0,74,attack
tcp,OTH,0,73,attack
tcp,OTH,0,71,attack
udp,OTH,0,33,attack
tcp,OTH,0,68,attack
tcp,OTH,0,64,attack
tcp,OTH,0,68,attack
tcp,OTH,0,56,attack
tcp,OTH,0,70,attack
tcp,OTH,0,71,attack
tcp,OTH,0,73,attack
tcp,OTH,0,69,attack
tcp,OTH,0,6,attack
tcp,OTH,0,69,attack
tcp,OTH,0,61,attack
tcp,OTH,0,76,attack
tcp,OTH,0,72,attack
tcp,OTH,0,68,attack
tcp,OTH,0,67,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,76,attack
tcp,OTH,0,72,attack
tcp,OTH,0,76,attack
tcp,OTH,0,71,attack
tcp,OTH,0,67,attack
tcp,OTH,0,72,attack
tcp,OTH,0,33,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,75,attack
tcp,OTH,0,68,attack
tcp,OTH,0,73,attack
tcp,OTH,0,71,attack
tcp,OTH,0,70,attack
tcp,OTH,0,66,attack
tcp,OTH,0,65,attack
tcp,OTH,0,75,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,OTH,0,66,attack
tcp,OTH,0,72,attack
tcp,OTH,0,71,attack
tcp,OTH,0,80,attack
tcp,OTH,0,76,attack
tcp,OTH,0,68,attack
tcp,OTH,0,75,attack
tcp,OTH,0,68,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,64,attack
tcp,OTH,0,80,attack
tcp,OTH,0,68,attack
tcp,OTH,0,68,attack
tcp,OTH,0,72,attack
tcp,OTH,0,81,attack
tcp,OTH,0,68,attack
tcp,OTH,0,32,attack
tcp,OTH,0,74,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,31,attack
tcp,OTH,0,69,attack
udp,OTH,0,25,attack
tcp,OTH,0,64,attack
tcp,OTH,0,64,attack
tcp,OTH,0,71,attack
tcp,OTH,0,69,attack
tcp,OTH,0,72,attack
tcp,OTH,0,74,attack
tcp,OTH,0,67,attack
tcp,OTH,0,75,attack
tcp,OTH,0,69,attack
tcp,OTH,0,67,attack
tcp,OTH,0,68,attack
tcp,OTH,0,60,attack
tcp,S3,0,100,attack
tcp,OTH,0,67,attack
tcp,OTH,0,69,attack
tcp,OTH,0,66,attack
tcp,OTH,0,70,attack
tcp,OTH,0,68,attack
tcp,RSTO,0,100,attack
tcp,OTH,0,71,attack
tcp,OTH,0,70,attack
tcp,OTH,0,71,attack
tcp,OTH,0,73,attack
tcp,OTH,0,65,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
tcp,OTH,0,71,attack
tcp,OTH,0,67,attack
tcp,OTH,0,66,attack
tcp,OTH,0,66,attack
tcp,OTH,0,66,attack
tcp,OTH,0,70,attack
tcp,OTH,0,70,attack
tcp,OTH,0,65,attack
tcp,OTH,0,64,attack
tcp,OTH,0,75,attack
tcp,OTH,0,64,attack
tcp,OTH,0,73,attack
tcp,OTH,0,68,attack
tcp,OTH,0,72,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,S3,0,100,attack
tcp,OTH,0,73,attack
tcp,OTH,0,64,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
tcp,OTH,0,69,attack
tcp,OTH,0,67,attack
tcp,OTH,0,69,attack
tcp,OTH,0,69,attack
tcp,OTH,0,78,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
tcp,OTH,0,70,attack
tcp,OTH,0,71,attack
tcp,OTH,0,71,attack
tcp,OTH,0,68,attack
