% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,17-18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,75,75,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,94,94,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,44,44,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,75,75,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,5,5,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,94,94,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,21,21,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,94,94,httpFlood
tcp,OTH,80,80,httpFlood
tcp,OTH,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,62,62,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,85,69,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,31,31,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,44,27,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S3,98,98,httpFlood
tcp,S1,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,68,35,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,81,81,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,75,75,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,37,37,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,70,70,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,31,31,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,96,94,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,7,7,httpFlood
tcp,S1,100,100,httpFlood
tcp,OTH,25,25,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,59,59,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,86,72,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,66,66,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,71,71,httpFlood
tcp,OTH,24,24,httpFlood
tcp,OTH,14,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,86,86,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,34,34,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,54,54,httpFlood
tcp,S3,13,13,httpFlood
tcp,OTH,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,74,47,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,97,97,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,91,83,httpFlood
tcp,OTH,32,32,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,53,45,httpFlood
tcp,OTH,37,37,httpFlood
tcp,OTH,31,31,httpFlood
tcp,OTH,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,14,14,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,42,42,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,95,95,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,78,78,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,73,44,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,36,36,httpFlood
tcp,S3,80,80,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,41,41,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,56,56,httpFlood
tcp,OTH,32,32,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,98,98,httpFlood
tcp,OTH,55,55,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,4,4,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,32,32,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,32,32,httpFlood
tcp,OTH,94,94,httpFlood
tcp,OTH,31,31,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,OTH,31,31,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,98,98,httpFlood
tcp,S3,97,97,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,46,30,httpFlood
tcp,OTH,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,80,60,httpFlood
tcp,OTH,32,32,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,32,32,httpFlood
tcp,OTH,58,58,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,83,83,httpFlood
tcp,S3,12,12,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,3,3,httpFlood
tcp,S3,78,56,httpFlood
tcp,OTH,32,32,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,30,30,httpFlood
tcp,OTH,19,19,httpFlood
tcp,OTH,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,34,34,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,53,53,httpFlood
tcp,OTH,15,15,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,99,99,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,13,13,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,35,35,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,69,69,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,20,20,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,3,3,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,93,93,httpFlood
tcp,OTH,19,21,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,11,11,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,32,32,httpFlood
tcp,OTH,31,31,httpFlood
tcp,S3,65,65,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,38,38,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,93,87,httpFlood
tcp,S3,99,99,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,66,66,httpFlood
tcp,OTH,31,31,httpFlood
tcp,OTH,25,25,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,37,37,httpFlood
tcp,OTH,96,96,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,S3,98,98,httpFlood
tcp,S1,100,100,httpFlood
tcp,OTH,31,31,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,45,28,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,14,14,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,20,20,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,11,30,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,S3,82,82,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,80,61,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,94,94,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,OTH,35,35,httpFlood
tcp,S3,24,24,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,67,67,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,15,15,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,10,31,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,79,59,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,S3,57,57,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,42,42,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,64,64,httpFlood
tcp,OTH,7,7,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,9,32,httpFlood
tcp,OTH,20,20,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,46,46,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,99,99,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S1,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,76,76,httpFlood
tcp,OTH,33,33,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,74,74,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,94,94,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,65,65,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,13,30,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,99,99,httpFlood
tcp,OTH,33,33,httpFlood
tcp,S3,94,94,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,98,98,httpFlood
tcp,OTH,21,21,httpFlood
tcp,S3,100,100,httpFlood
tcp,RSTO,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,S3,100,100,httpFlood
tcp,OTH,33,33,httpFlood
tcp,OTH,98,98,httpFlood
tcp,S3,100,100,httpFlood
tcp,S2,94,94,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,84,84,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,59,59,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,45,45,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,54,54,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,52,52,slowBody
tcp,OTH,45,45,slowBody
tcp,RSTO,54,54,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,47,47,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,45,45,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,80,80,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,46,46,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,23,23,slowBody
tcp,S2,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,76,76,slowBody
tcp,OTH,89,89,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S2,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,59,59,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,OTH,55,55,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,66,66,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,46,46,slowBody
tcp,S1,100,100,slowBody
tcp,S2,100,100,slowBody
tcp,OTH,52,52,slowBody
tcp,OTH,54,54,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,54,54,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,86,85,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,80,79,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,24,24,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,60,60,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,85,85,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,71,71,slowBody
tcp,OTH,63,63,slowBody
tcp,RSTO,79,79,slowBody
tcp,S2,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,53,53,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,S1,75,74,slowBody
tcp,OTH,56,56,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,75,74,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,47,47,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,89,89,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,49,49,slowBody
tcp,OTH,69,69,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,86,86,slowBody
tcp,OTH,79,79,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,99,99,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,42,42,slowBody
tcp,OTH,50,50,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,27,27,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S2,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,64,63,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,21,21,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,7,7,slowBody
tcp,S1,83,82,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,62,62,slowBody
tcp,OTH,67,67,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,7,7,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,27,27,slowBody
tcp,RSTO,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,30,30,slowBody
tcp,RSTO,87,87,slowBody
tcp,OTH,90,90,slowBody
tcp,OTH,92,92,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,21,21,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,48,48,slowBody
tcp,S1,100,100,slowBody
tcp,OTH,66,66,slowBody
tcp,OTH,27,27,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,99,99,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,65,65,slowBody
tcp,S1,100,100,slowBody
tcp,RSTO,100,100,slowBody
tcp,OTH,73,73,slowBody
tcp,S1,100,100,slowBody
