% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, normal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,17,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,SF,1624,4470,1,1,0,0.98,NORMAL
tcp,OTH,60,0,66,20,0.95,0,NORMAL
tcp,OTH,60,0,290,36,0.97,0,NORMAL
tcp,OTH,60,0,15,21,0.38,0.61,NORMAL
tcp,RSTO,2530,7213,0,0,0,1,NORMAL
tcp,SF,4307,24236,0,0,0,1,NORMAL
tcp,OTH,66,0,2,4,0.08,0.92,NORMAL
tcp,OTH,66,0,6,6,0.23,0.76,NORMAL
tcp,OTH,60,0,315,34,0.97,0,NORMAL
tcp,SF,272,140,1,6,0,0.88,NORMAL
tcp,S1,3177,5408,0,0,0,1,NORMAL
tcp,RSTO,1249,719,6,6,0,0.85,NORMAL
tcp,OTH,60,0,7,9,0.21,0.79,NORMAL
tcp,OTH,60,0,43,37,0.97,0,NORMAL
tcp,OTH,60,0,58,33,0.97,0,NORMAL
tcp,OTH,60,0,74,32,0.97,0,NORMAL
tcp,OTH,60,0,193,45,0.98,0,NORMAL
tcp,OTH,66,0,309,34,0.97,0,NORMAL
tcp,OTH,60,0,202,41,0.93,0.05,NORMAL
tcp,OTH,60,0,17,18,0.33,0.67,NORMAL
tcp,OTH,60,0,159,41,0.98,0,NORMAL
tcp,SF,844,1197,2,2,0,0.78,NORMAL
tcp,OTH,66,0,87,39,0.95,0.03,NORMAL
tcp,OTH,60,0,75,34,0.97,0,NORMAL
tcp,RSTR,5195,28234,0,0,0,1,NORMAL
tcp,RSTR,2445,3457,0,0,0,1,NORMAL
tcp,SF,1212,6351,1,1,0,0.98,NORMAL
tcp,OTH,437,0,0,0,0,1,NORMAL
tcp,OTH,60,0,93,24,0.92,0.04,NORMAL
tcp,OTH,66,0,54,37,0.97,0,NORMAL
tcp,OTH,141,0,8,14,0.28,0.71,NORMAL
tcp,OTH,60,0,27,27,0.59,0.4,NORMAL
tcp,OTH,60,0,287,32,0.97,0,NORMAL
tcp,OTH,60,0,49,37,0.97,0,NORMAL
tcp,OTH,97,0,0,39,0.67,0.32,NORMAL
tcp,OTH,66,0,9,9,0.17,0.83,NORMAL
tcp,OTH,138,0,69,33,0.97,0,NORMAL
tcp,OTH,60,0,102,32,0.86,0.11,NORMAL
tcp,OTH,60,0,290,30,0.97,0,NORMAL
tcp,OTH,60,0,199,40,0.93,0.05,NORMAL
tcp,OTH,60,0,15,15,0.3,0.69,NORMAL
tcp,OTH,156,0,30,32,0.82,0.16,NORMAL
tcp,OTH,60,0,283,42,0.98,0,NORMAL
tcp,OTH,60,0,147,34,0.97,0,NORMAL
tcp,OTH,74,0,488,43,0.98,0,NORMAL
tcp,OTH,66,0,1,1,0.03,0.97,NORMAL
tcp,OTH,60,0,99,25,0.96,0,NORMAL
tcp,OTH,60,0,43,37,0.95,0.03,NORMAL
tcp,OTH,60,0,311,35,0.97,0,NORMAL
tcp,OTH,60,0,52,33,0.97,0,NORMAL
tcp,OTH,66,0,0,0,0,1,NORMAL
tcp,SF,2490,1258,1,1,0,0.98,NORMAL
tcp,OTH,60,0,286,32,0.97,0,NORMAL
tcp,OTH,60,0,459,50,0.98,0,NORMAL
tcp,OTH,60,0,324,33,0.97,0,NORMAL
tcp,OTH,60,0,156,34,0.97,0,NORMAL
tcp,OTH,60,0,184,42,0.98,0,NORMAL
tcp,OTH,60,0,126,34,0.94,0.03,NORMAL
tcp,OTH,60,0,70,26,0.96,0,NORMAL
tcp,OTH,60,0,78,31,0.94,0.03,NORMAL
tcp,OTH,155,0,44,37,0.97,0,NORMAL
tcp,OTH,60,0,87,45,0.96,0.02,NORMAL
tcp,OTH,60,0,258,50,0.98,0,NORMAL
tcp,OTH,60,0,266,18,0.95,0,NORMAL
tcp,OTH,66,0,297,35,0.97,0,NORMAL
tcp,OTH,60,0,247,50,0.98,0,NORMAL
tcp,OTH,60,0,185,42,0.98,0,NORMAL
tcp,SF,2178,5197,1,2,0,0.96,NORMAL
tcp,SF,1526,1389,0,0,0,1,NORMAL
tcp,OTH,66,0,64,36,0.95,0.03,NORMAL
tcp,OTH,66,0,16,16,0.43,0.56,NORMAL
tcp,OTH,60,0,138,32,0.97,0,NORMAL
tcp,OTH,60,0,98,24,0.96,0,NORMAL
tcp,OTH,60,0,2,4,0.09,0.9,NORMAL
tcp,OTH,60,0,46,28,0.97,0,NORMAL
tcp,OTH,60,0,13,19,0.4,0.6,NORMAL
tcp,SF,2265,6694,0,0,0,1,NORMAL
tcp,OTH,74,0,487,43,0.98,0,NORMAL
tcp,OTH,60,0,158,31,0.91,0.06,NORMAL
tcp,OTH,97,0,1,19,0.06,0.62,NORMAL
tcp,SF,3684,2723,2,8,0,0.9,NORMAL
tcp,OTH,66,0,166,35,0.97,0,NORMAL
tcp,OTH,60,0,41,28,0.97,0,NORMAL
tcp,OTH,60,0,126,26,0.96,0,NORMAL
tcp,SF,7529,4085,0,0,0,1,NORMAL
tcp,SF,1190,6774,0,0,0,1,NORMAL
tcp,OTH,60,0,68,34,0.97,0,NORMAL
tcp,OTH,60,0,249,23,0.92,0.04,NORMAL
tcp,OTH,60,0,71,19,0.95,0,NORMAL
tcp,OTH,112,0,0,0,0,1,NORMAL
tcp,OTH,60,0,308,27,0.96,0,NORMAL
tcp,OTH,60,0,149,38,0.9,0.07,NORMAL
tcp,OTH,60,0,235,33,0.97,0,NORMAL
tcp,OTH,66,0,1,6,0.02,0.88,NORMAL
tcp,OTH,60,0,59,37,0.97,0,NORMAL
tcp,OTH,156,0,74,35,0.97,0,NORMAL
tcp,OTH,66,0,12,12,0.27,0.72,NORMAL
tcp,SF,3223,1560,0,0,0,1,NORMAL
tcp,OTH,60,0,322,50,0.98,0,NORMAL
tcp,OTH,156,0,47,41,0.98,0,NORMAL
tcp,OTH,66,0,187,33,0.97,0,NORMAL
tcp,OTH,66,0,167,19,0.95,0,NORMAL
tcp,OTH,66,0,1,8,0.22,0.77,NORMAL
tcp,OTH,60,0,136,31,0.84,0.14,NORMAL
tcp,OTH,60,0,285,39,0.97,0,NORMAL
tcp,OTH,60,0,149,33,0.97,0,NORMAL
tcp,RSTO,1381,859,1,1,0,0.94,NORMAL
tcp,OTH,60,0,128,33,0.97,0,NORMAL
tcp,SF,4134,3806,2,2,0,0.97,NORMAL
tcp,OTH,66,0,8,19,0.36,0.63,NORMAL
tcp,OTH,60,0,9,34,0.83,0.15,NORMAL
tcp,S1,1711,4956,0,0,0,1,NORMAL
tcp,OTH,60,0,40,36,0.97,0,NORMAL
tcp,OTH,60,0,291,31,0.97,0,NORMAL
tcp,OTH,66,0,2,5,0.1,0.9,NORMAL
tcp,SF,3760,1582,0,0,0,1,NORMAL
tcp,OTH,60,0,121,31,0.97,0,NORMAL
tcp,OTH,60,0,48,35,0.97,0,NORMAL
tcp,OTH,60,0,31,36,0.84,0.14,NORMAL
tcp,OTH,60,0,1,15,0.34,0.65,NORMAL
tcp,OTH,60,0,50,36,0.97,0,NORMAL
tcp,OTH,60,0,427,48,0.98,0,NORMAL
tcp,OTH,60,0,32,35,0.83,0.15,NORMAL
tcp,OTH,60,0,309,28,0.97,0,NORMAL
tcp,OTH,66,0,13,31,0.63,0.35,NORMAL
tcp,OTH,60,0,104,38,0.97,0,NORMAL
tcp,OTH,60,0,226,28,0.9,0.07,NORMAL
tcp,SF,338,214,0,0,0,1,NORMAL
tcp,RSTR,2352,14459,0,2,0,0.97,NORMAL
tcp,OTH,60,0,41,41,0.93,0.05,NORMAL
tcp,OTH,155,0,36,37,0.86,0.12,NORMAL
tcp,OTH,60,0,141,13,0.93,0,NORMAL
tcp,OTH,66,0,74,37,0.97,0,NORMAL
tcp,S1,1789,6887,0,0,0,1,NORMAL
tcp,OTH,60,0,133,34,0.89,0.08,NORMAL
tcp,OTH,389,0,1,1,0.03,0.97,NORMAL
tcp,OTH,60,0,94,26,0.96,0,NORMAL
tcp,OTH,60,0,230,48,0.98,0,NORMAL
tcp,OTH,66,0,483,49,0.98,0,NORMAL
tcp,OTH,60,0,469,49,0.98,0,NORMAL
tcp,OTH,60,0,73,28,0.97,0,NORMAL
tcp,OTH,66,0,21,21,0.53,0.46,NORMAL
tcp,OTH,138,0,139,34,0.97,0,NORMAL
tcp,SF,1661,976,0,0,0,1,NORMAL
tcp,OTH,60,0,13,15,0.29,0.7,NORMAL
tcp,OTH,60,0,249,41,0.84,0.15,NORMAL
tcp,OTH,66,0,4,8,0.15,0.84,NORMAL
tcp,OTH,66,0,485,43,0.98,0,NORMAL
tcp,OTH,209,0,0,0,0,1,NORMAL
tcp,RSTO,1280,6441,0,0,0,1,NORMAL
tcp,OTH,138,0,18,18,0.34,0.65,NORMAL
tcp,SF,219,492,17,255,0,0,NORMAL
tcp,SF,264,3011,1,255,0,0,NORMAL
tcp,SF,222,593,7,255,0.01,0,NORMAL
tcp,SF,233,275,16,255,0,0,NORMAL
tcp,SF,257,397,6,255,0,0,NORMAL
tcp,SF,199,811,13,255,0.01,0,NORMAL
tcp,SF,332,1372,7,7,0.14,0.05,NORMAL
tcp,SF,316,8272,1,255,0,0,NORMAL
tcp,SF,244,15334,9,166,0.01,0.02,NORMAL
tcp,SF,242,3569,4,16,0.06,0.03,NORMAL
tcp,SF,343,192,19,101,0.01,0.01,NORMAL
tcp,SF,390,1374,6,24,0.04,0.01,NORMAL
tcp,SF,225,9722,22,44,0.02,0.02,NORMAL
tcp,SF,272,962,21,255,0,0,NORMAL
tcp,SF,192,248,13,13,0.08,0.03,NORMAL
tcp,SF,296,8422,6,255,0.01,0,NORMAL
tcp,SF,238,3862,8,15,0.07,0.05,NORMAL
tcp,SF,329,917,38,255,0,0,NORMAL
tcp,SF,219,8111,4,83,0.01,0.02,NORMAL
tcp,SF,227,9905,3,91,0.01,0.04,NORMAL
tcp,SF,194,1993,14,219,0,0.02,NORMAL
tcp,SF,301,1075,2,26,0.04,0,NORMAL
tcp,SF,303,2507,6,255,0,0,NORMAL
tcp,SF,214,1111,3,101,0.01,0.01,NORMAL
tcp,SF,228,17577,1,18,0.06,0.07,NORMAL
tcp,SF,228,27085,1,255,0,0,NORMAL
tcp,SF,247,285,4,255,0,0,NORMAL
tcp,SF,293,1976,11,35,0.03,0.06,NORMAL
tcp,SF,229,1403,19,255,0,0,NORMAL
tcp,SF,329,19561,15,255,0,0,NORMAL
tcp,SF,226,301,10,255,0,0,NORMAL
tcp,SF,289,1792,10,234,0,0.01,NORMAL
tcp,SF,220,7081,4,39,0.03,0.05,NORMAL
tcp,REJ,0,0,1,17,0.06,0.01,NORMAL
tcp,S0,0,0,2,228,0.01,0.01,NORMAL
tcp,REJ,0,0,1,8,0.12,0.03,NORMAL
tcp,SF,209,5949,5,5,0.2,0.04,NORMAL
tcp,SF,323,766,10,78,0.01,0.03,NORMAL
tcp,SF,215,1935,3,53,0.02,0.01,NORMAL
tcp,REJ,0,0,1,16,0.06,0.15,NORMAL
tcp,SF,305,12821,3,73,0.01,0.05,NORMAL
tcp,REJ,0,0,1,61,0.02,0.18,NORMAL
tcp,SF,214,1367,4,106,0.01,0.02,NORMAL
tcp,SF,298,1609,17,36,0.03,0.03,NORMAL
tcp,SF,300,2698,2,189,0.01,0,NORMAL
tcp,SF,337,280,23,118,0.01,0,NORMAL
tcp,SF,308,1075,7,255,0,0,NORMAL
tcp,SF,268,2820,1,10,0.1,0.05,NORMAL
tcp,SF,213,492,1,19,0.05,0.21,NORMAL
tcp,SF,323,771,12,60,0.02,0.07,NORMAL
tcp,SF,307,1212,8,248,0,0.01,NORMAL
tcp,SF,260,337,6,255,0,0,NORMAL
tcp,SF,237,3381,1,48,0.02,0.04,NORMAL
tcp,SF,338,1179,2,2,0.5,0.04,NORMAL
tcp,SF,171,9038,1,28,0.04,0.01,NORMAL
tcp,SF,222,310,10,255,0,0,NORMAL
tcp,SF,256,12984,1,34,0.03,0.04,NORMAL
tcp,SF,293,1293,24,135,0.01,0.05,NORMAL
tcp,SF,302,1380,3,255,0,0,NORMAL
tcp,SF,204,6669,4,26,0.04,0.01,NORMAL
tcp,SF,238,13279,1,147,0.01,0.01,NORMAL
tcp,SF,168,420,1,34,0.03,0.02,NORMAL
tcp,SF,323,2943,2,139,0.01,0,NORMAL
tcp,SF,345,246,20,86,0.01,0.04,NORMAL
tcp,REJ,0,0,1,1,1,0.11,NORMAL
tcp,SF,197,9442,2,2,0.5,0.05,NORMAL
tcp,REJ,0,0,1,6,0.17,0.14,NORMAL
tcp,SF,299,2717,7,7,0.14,0.02,NORMAL
tcp,SF,243,660,5,17,0.06,0.02,NORMAL
tcp,SF,185,811,5,24,0.04,0.01,NORMAL
tcp,SF,401,4154,4,255,0,0,NORMAL
tcp,SF,297,12884,5,255,0,0,NORMAL
tcp,SF,216,335,38,121,0.01,0.03,NORMAL
tcp,SF,221,279,1,111,0.01,0.05,NORMAL
tcp,REJ,0,0,1,58,0.02,0.01,NORMAL
tcp,SF,143,193,1,1,1,0.03,NORMAL
tcp,SF,327,2825,4,32,0.03,0.03,NORMAL
tcp,SF,239,2398,11,97,0.01,0.02,NORMAL
tcp,SF,394,5902,8,255,0,0,NORMAL
tcp,SF,302,2430,2,13,0.08,0.03,NORMAL
tcp,SF,200,2170,3,100,0.01,0.04,NORMAL
tcp,SF,237,706,21,107,0.01,0.02,NORMAL
tcp,SF,233,301,7,201,0,0.04,NORMAL
tcp,SF,337,7189,6,10,0.1,0.02,NORMAL
tcp,SF,279,804,1,27,0.04,0.05,NORMAL
tcp,SF,223,447,8,255,0,0,NORMAL
tcp,REJ,0,0,1,125,0.01,0.15,NORMAL
tcp,SF,359,1010,17,255,0,0,NORMAL
tcp,SF,242,2317,2,72,0.01,0.07,NORMAL
tcp,SF,296,327,24,255,0,0,NORMAL
tcp,SF,272,389,12,255,0,0,NORMAL
tcp,SF,236,2451,13,255,0,0,NORMAL
tcp,SF,283,736,7,70,0.01,0.03,NORMAL
tcp,SF,255,1645,4,126,0.01,0.04,NORMAL
tcp,SF,298,3393,6,84,0.01,0.04,NORMAL
tcp,SF,243,3934,7,30,0.03,0.05,NORMAL
tcp,REJ,0,0,1,7,0.14,0.11,NORMAL
tcp,SF,251,872,6,6,0.17,0.02,NORMAL
tcp,SF,285,1337,9,9,0.11,0.02,NORMAL
tcp,SF,251,4599,10,10,0.1,0.02,NORMAL
tcp,SF,299,1787,2,29,0.03,0.02,NORMAL
tcp,SF,311,370,20,255,0,0,NORMAL
tcp,SF,186,15495,1,10,0.1,0.07,NORMAL
tcp,SF,295,4123,11,25,0.04,0.02,NORMAL
tcp,SF,212,924,10,255,0,0,NORMAL
tcp,S1,170,11680,4,43,0.02,0.02,NORMAL
tcp,SF,251,2033,11,173,0.01,0.03,NORMAL
tcp,SF,201,736,14,127,0.01,0.02,NORMAL
tcp,SF,269,9287,3,94,0.01,0.07,NORMAL
tcp,SF,246,17752,1,33,0.03,0.04,NORMAL
tcp,SF,202,5200,6,206,0,0.02,NORMAL
tcp,SF,269,2753,20,41,0.02,0.02,NORMAL
tcp,REJ,0,0,1,4,0.25,0.31,NORMAL
tcp,SF,295,1547,8,9,0.11,0.03,NORMAL
tcp,SF,352,1498,9,20,0.05,0.03,NORMAL
tcp,SF,214,1621,5,48,0.02,0.03,NORMAL
tcp,SF,239,285,29,29,0.03,0.02,NORMAL
tcp,SF,168,11331,15,255,0,0,NORMAL
tcp,SF,228,13210,16,255,0,0,NORMAL
tcp,SF,202,945,2,15,0.07,0.04,NORMAL
tcp,SF,215,4086,7,40,0.03,0.05,NORMAL
tcp,SF,307,2358,15,33,0.03,0.06,NORMAL
tcp,SF,198,1773,19,101,0.01,0.01,NORMAL
tcp,SF,275,28312,2,28,0.04,0.09,NORMAL
tcp,SF,277,482,4,255,0,0,NORMAL
tcp,SF,236,26817,9,255,0,0,NORMAL
tcp,SF,250,768,1,255,0,0,NORMAL
tcp,SF,285,2942,1,88,0.01,0.04,NORMAL
tcp,SF,320,280,10,255,0,0,NORMAL
tcp,SF,338,392,15,255,0,0,NORMAL
tcp,SF,264,482,10,255,0,0,NORMAL
tcp,SF,273,3468,1,255,0,0,NORMAL
tcp,REJ,0,0,1,24,0.04,0,NORMAL
tcp,SF,212,2449,9,9,0.11,0.06,NORMAL
tcp,SF,305,313,13,179,0.01,0.02,NORMAL
tcp,SF,252,2783,10,255,0,0,NORMAL
tcp,SF,306,2239,1,58,0.02,0,NORMAL
tcp,SF,237,1423,11,255,0,0,NORMAL
tcp,SF,219,12044,1,4,0.25,0.01,NORMAL
tcp,SF,375,1856,3,223,0,0.01,NORMAL
tcp,SF,344,274,17,255,0,0,NORMAL
tcp,SF,229,646195,8,140,0.01,0.01,NORMAL
tcp,SF,229,2090,8,255,0,0,NORMAL
tcp,SF,346,465,7,16,0.06,0.06,NORMAL
tcp,SF,210,806,7,7,0.14,0.02,NORMAL
tcp,SF,306,1075,1,255,0,0,NORMAL
tcp,SF,240,4359,3,255,0,0,NORMAL
tcp,SF,216,1302,12,42,0.02,0.05,NORMAL
tcp,SF,216,924,13,53,0.02,0.02,NORMAL
tcp,SF,293,1600,10,65,0.02,0.03,NORMAL
tcp,SF,296,373,20,255,0,0,NORMAL
tcp,SF,309,1528,13,255,0,0,NORMAL
tcp,SF,308,2507,6,74,0.01,0,NORMAL
tcp,SF,330,330,9,88,0.01,0.04,NORMAL
tcp,SF,305,4803,6,12,0.08,0.03,NORMAL
tcp,SF,303,1075,4,255,0,0,NORMAL
tcp,SF,294,503,9,181,0.01,0.02,NORMAL
tcp,SF,226,2804,3,129,0.01,0.04,NORMAL
tcp,SF,229,795,10,255,0,0,NORMAL
tcp,SF,300,311,4,84,0.01,0.02,NORMAL
tcp,SF,222,310,5,47,0.02,0.02,NORMAL
tcp,REJ,0,0,1,2,0.5,0.27,NORMAL
tcp,SF,243,608,14,255,0.01,0,NORMAL
tcp,SF,315,308,22,255,0,0,NORMAL
tcp,REJ,0,0,1,109,0.01,0.06,NORMAL
tcp,REJ,0,0,1,73,0.01,0.15,NORMAL
tcp,SF,240,1002,16,255,0,0,NORMAL
tcp,SF,220,8422,25,255,0,0,NORMAL
tcp,SF,361,6792,18,166,0.01,0.01,NORMAL
tcp,REJ,0,0,1,1,1,0.73,NORMAL
tcp,SF,211,261,10,27,0.04,0.04,NORMAL
tcp,SF,351,886,7,29,0.03,0.05,NORMAL
tcp,SF,301,2431,4,181,0.01,0.02,NORMAL
tcp,SF,331,362,4,255,0,0,NORMAL
tcp,SF,206,382,8,8,0.12,0.04,NORMAL
tcp,SF,233,2395,17,134,0.01,0.02,NORMAL
tcp,SF,184,33119,1,255,0,0,NORMAL
tcp,SF,310,924,2,255,0,0,NORMAL
tcp,SF,303,3792,5,80,0.01,0.01,NORMAL
tcp,SF,326,641,4,255,0,0,NORMAL
tcp,SF,208,5940,1,31,0.03,0.07,NORMAL
tcp,SF,287,8420,9,43,0.02,0.02,NORMAL
tcp,SF,216,7384,2,255,0,0,NORMAL
tcp,SF,327,2648,22,255,0,0,NORMAL
tcp,SF,230,4937,37,253,0,0.01,NORMAL
tcp,SF,248,1667,3,255,0,0,NORMAL
tcp,REJ,0,0,1,52,0.02,0.14,NORMAL
tcp,SF,309,758,3,102,0.01,0.01,NORMAL
tcp,SF,214,2124,4,52,0.02,0.02,NORMAL
tcp,SF,218,509,4,48,0.02,0.04,NORMAL
tcp,SF,211,1355,2,74,0.01,0.04,NORMAL
tcp,SF,156,634,5,255,0,0,NORMAL
tcp,SF,264,3687,1,1,1,0.07,NORMAL
tcp,SF,315,5323,1,47,0.02,0.04,NORMAL
tcp,SF,216,10041,14,14,0.07,0.06,NORMAL
tcp,SF,293,7643,3,154,0.01,0.05,NORMAL
tcp,SF,220,1016,9,9,0.11,0.03,NORMAL
tcp,SF,344,1234,1,1,1,0.04,NORMAL
tcp,SF,224,8230,16,255,0,0,NORMAL
tcp,SF,163,30113,1,255,0,0,NORMAL
tcp,SF,331,1694,13,51,0.02,0.02,NORMAL
tcp,SF,213,1404,10,255,0,0,NORMAL
tcp,SF,197,1637,3,3,0.33,0.02,NORMAL
tcp,SF,299,1075,7,255,0,0,NORMAL
tcp,SF,228,31614,1,254,0,0.01,NORMAL
tcp,SF,229,255,6,255,0,0,NORMAL
tcp,REJ,0,0,1,7,0.14,0.07,NORMAL
tcp,SF,309,6086,5,255,0,0,NORMAL
tcp,SF,249,290,29,255,0,0,NORMAL
tcp,SF,317,6329,19,255,0,0,NORMAL
tcp,SF,230,2196,10,41,0.02,0.03,NORMAL
tcp,SF,326,1502,8,8,0.12,0.01,NORMAL
tcp,SF,293,1271,13,13,0.08,0.02,NORMAL
tcp,SF,350,870,12,255,0,0,NORMAL
tcp,SF,229,6049,3,30,0.03,0.05,NORMAL
tcp,SF,314,659,18,255,0,0,NORMAL
tcp,SF,303,7208,16,255,0,0,NORMAL
tcp,SF,224,3279,7,255,0,0,NORMAL
tcp,SF,244,1546,1,7,0.14,0.07,NORMAL
tcp,REJ,0,0,1,1,1,0.18,NORMAL
tcp,SF,328,2433,6,255,0,0,NORMAL
tcp,SF,219,3692,51,51,0.02,0.04,NORMAL
tcp,SF,304,336,9,255,0,0,NORMAL
tcp,SF,386,3173,12,255,0,0,NORMAL
tcp,SF,327,5200,5,255,0,0,NORMAL
tcp,SF,209,25167,1,34,0.03,0.04,NORMAL
tcp,SF,236,256,1,1,1,0.02,NORMAL
tcp,SF,290,2042,34,34,0.03,0.04,NORMAL
tcp,SF,209,33056,19,19,0.05,0.02,NORMAL
tcp,SF,325,268,24,255,0,0,NORMAL
tcp,SF,224,1892,4,255,0,0,NORMAL
tcp,SF,211,4097,27,42,0.02,0.04,NORMAL
tcp,SF,251,1414,5,108,0.01,0.01,NORMAL
tcp,SF,228,1695,21,72,0.01,0.04,NORMAL
tcp,SF,164,7542,13,181,0.01,0.01,NORMAL
tcp,SF,215,863,6,6,0.17,0.05,NORMAL
tcp,SF,189,313,2,255,0,0,NORMAL
tcp,SF,218,2647,6,255,0,0,NORMAL
tcp,SF,238,405,5,255,0,0,NORMAL
tcp,SF,209,19874,1,41,0.02,0.01,NORMAL
tcp,SF,259,5170,4,66,0.02,0.04,NORMAL
tcp,SF,359,3198,3,150,0.01,0.01,NORMAL
tcp,SF,205,408,32,198,0.01,0.04,NORMAL
tcp,SF,350,431,4,255,0,0,NORMAL
tcp,SF,297,1445,12,91,0.01,0.05,NORMAL
tcp,SF,200,867,25,65,0.02,0.02,NORMAL
tcp,SF,198,2810,3,9,0.11,0.03,NORMAL
tcp,SF,311,670,7,255,0,0,NORMAL
tcp,SF,206,656,7,255,0,0,NORMAL
tcp,SF,299,1859,11,67,0.01,0.02,NORMAL
tcp,RSTO,242,16819,7,128,0.01,0.01,NORMAL
tcp,SF,223,1187,16,255,0,0,NORMAL
tcp,SF,328,357,10,255,0,0,NORMAL
tcp,SF,250,1512,10,213,0.01,0.01,NORMAL
tcp,SF,202,4841,3,195,0.01,0.03,NORMAL
tcp,SF,349,5208,13,13,0.08,0.17,NORMAL
tcp,SF,413,8801,17,255,0,0,NORMAL
tcp,SF,205,8064,13,255,0,0,NORMAL
tcp,SF,308,3222,3,255,0,0,NORMAL
tcp,SF,237,241,66,234,0,0.01,NORMAL
tcp,SF,166,426,37,255,0,0,NORMAL
tcp,REJ,0,0,1,2,0.5,0.24,NORMAL
tcp,SF,210,296,12,255,0,0,NORMAL
tcp,SF,214,367,19,19,0.05,0.04,NORMAL
tcp,SF,299,1427,5,51,0.02,0.03,NORMAL
tcp,SF,238,9092,4,10,0.1,0.04,NORMAL
tcp,SF,327,2226,8,255,0,0,NORMAL
tcp,SF,190,5847,5,189,0.01,0.04,NORMAL
tcp,SF,336,86082,1,2,0.5,0.02,NORMAL
tcp,SF,180,175,1,26,0.04,0.06,NORMAL
tcp,SF,227,189,25,255,0,0,NORMAL
tcp,SF,205,365,21,228,0,0.02,NORMAL
tcp,SF,323,10293,2,3,0.33,0.05,NORMAL
tcp,SF,287,12884,4,118,0.01,0,NORMAL
tcp,REJ,0,0,1,2,0.5,0.12,NORMAL
tcp,SF,201,873,8,8,0.12,0.03,NORMAL
tcp,SF,212,4132,15,15,0.07,0.06,NORMAL
tcp,SF,202,777,23,75,0.01,0.05,NORMAL
tcp,SF,220,261,4,255,0,0,NORMAL
tcp,SF,241,795,7,255,0,0,NORMAL
tcp,SF,261,1100,2,3,0.33,0.04,NORMAL
tcp,SF,234,34237,4,150,0.01,0.02,NORMAL
tcp,SF,324,389,11,39,0.03,0.04,NORMAL
tcp,SF,182,12246,2,81,0.01,0.02,NORMAL
tcp,SF,212,2917,6,46,0.02,0.04,NORMAL
tcp,SF,208,9363,28,71,0.01,0.03,NORMAL
tcp,REJ,0,0,1,1,1,0.19,NORMAL
tcp,SF,252,1809,10,255,0,0,NORMAL
tcp,SF,164,2365,6,255,0,0,NORMAL
tcp,SF,369,620,28,255,0,0,NORMAL
tcp,SF,167,4528,1,125,0.01,0.01,NORMAL
tcp,SF,327,11715,9,9,0.11,0.08,NORMAL
tcp,SF,281,1167,3,3,0.33,0.02,NORMAL
tcp,SF,230,2507,5,255,0,0,NORMAL
tcp,SF,302,718,10,27,0.04,0.06,NORMAL
tcp,SF,275,337,1,65,0.02,0.05,NORMAL
tcp,SF,189,525,2,112,0.01,0.03,NORMAL
tcp,SF,232,30520,6,255,0,0,NORMAL
tcp,SF,367,7333,5,255,0,0,NORMAL
tcp,SF,210,443,3,6,0.17,0.05,NORMAL
tcp,SF,298,3265,5,5,0.2,0.08,NORMAL
tcp,SF,294,1617,21,53,0.02,0.01,NORMAL
tcp,SF,307,2625,11,148,0.01,0.02,NORMAL
tcp,SF,308,406,14,255,0,0,NORMAL
tcp,SF,213,2996,22,255,0,0,NORMAL
tcp,SF,304,1930,19,188,0.01,0.02,NORMAL
tcp,SF,203,334,33,255,0,0,NORMAL
tcp,SF,159,13380,1,1,1,0.03,NORMAL
tcp,SF,214,10293,2,26,0.04,0.05,NORMAL
tcp,SF,204,1337,30,255,0,0,NORMAL
tcp,REJ,0,0,1,19,0.05,0,NORMAL
tcp,SF,328,1516,1,12,0.08,0.04,NORMAL
tcp,SF,373,1408,2,24,0.04,0.05,NORMAL
tcp,SF,209,1412,2,43,0.02,0.05,NORMAL
tcp,SF,310,9158,2,86,0.01,0.01,NORMAL
tcp,REJ,0,0,1,7,0.14,0.13,NORMAL
tcp,SF,281,447,2,2,0.5,0.04,NORMAL
tcp,SF,303,17945,3,76,0.01,0.03,NORMAL
tcp,SF,189,9345,3,3,0.33,0.04,NORMAL
tcp,SF,174,3159,1,26,0.04,0,NORMAL
tcp,SF,311,4359,13,255,0,0,NORMAL
tcp,SF,341,1672,11,29,0.03,0.03,NORMAL
tcp,SF,217,280,10,255,0,0,NORMAL
tcp,SF,240,1221,14,255,0,0,NORMAL
tcp,REJ,0,0,1,65,0.02,0.14,NORMAL
