% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, normal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,17,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,SF,5714,3006,0,2,0,0.97,NORMAL
tcp,OTH,60,0,282,43,0.98,0,NORMAL
tcp,OTH,66,0,5,36,0.71,0.28,NORMAL
tcp,OTH,60,0,25,25,0.78,0.19,NORMAL
tcp,OTH,158,0,0,29,0.66,0.33,NORMAL
tcp,SF,272,140,1,12,0,0.69,NORMAL
tcp,OTH,139,0,120,35,0.95,0.03,NORMAL
tcp,RSTO,2949,25311,3,3,0,0.93,NORMAL
tcp,OTH,60,0,32,32,0.7,0.29,NORMAL
tcp,OTH,60,0,139,33,0.97,0,NORMAL
tcp,OTH,60,0,85,30,0.97,0,NORMAL
tcp,SF,3685,44327,0,0,0,1,NORMAL
tcp,OTH,66,0,9,25,0.5,0.49,NORMAL
tcp,OTH,66,0,476,49,0.98,0,NORMAL
tcp,OTH,155,0,116,29,0.72,0.26,NORMAL
tcp,RSTO,1271,5754,1,1,0,0.98,NORMAL
tcp,SF,1565,4530,0,0,0,1,NORMAL
tcp,OTH,97,0,0,7,0.2,0.79,NORMAL
tcp,OTH,60,0,92,29,0.97,0,NORMAL
tcp,OTH,60,0,72,33,0.97,0,NORMAL
tcp,OTH,60,0,132,34,0.94,0.03,NORMAL
tcp,OTH,60,0,144,32,0.97,0,NORMAL
tcp,OTH,60,0,308,32,0.97,0,NORMAL
tcp,OTH,60,0,131,33,0.97,0,NORMAL
tcp,OTH,60,0,151,29,0.88,0.09,NORMAL
tcp,OTH,66,0,276,32,0.97,0,NORMAL
tcp,OTH,198,0,6,6,0.86,0,NORMAL
tcp,OTH,66,0,0,0,0,0,NORMAL
tcp,OTH,60,0,22,27,0.79,0.18,NORMAL
tcp,OTH,60,0,26,26,0.58,0.41,NORMAL
tcp,OTH,66,0,3,3,0.08,0.91,NORMAL
tcp,OTH,201,0,3,3,0.07,0.93,NORMAL
tcp,OTH,60,0,184,37,0.97,0,NORMAL
tcp,SF,3028,4290,0,0,0,1,NORMAL
tcp,OTH,66,0,167,21,0.95,0,NORMAL
tcp,OTH,60,0,60,37,0.84,0.14,NORMAL
tcp,OTH,60,0,235,48,0.98,0,NORMAL
tcp,OTH,60,0,289,33,0.97,0,NORMAL
tcp,OTH,112,0,4,9,0.17,0.82,NORMAL
tcp,OTH,60,0,109,34,0.97,0,NORMAL
tcp,OTH,60,0,309,42,0.93,0.05,NORMAL
tcp,OTH,60,0,126,19,0.95,0,NORMAL
tcp,OTH,60,0,70,43,0.98,0,NORMAL
tcp,OTH,66,0,7,5,0.12,0.88,NORMAL
tcp,OTH,60,0,246,27,0.79,0.18,NORMAL
tcp,OTH,66,0,188,36,0.9,0.08,NORMAL
tcp,OTH,60,0,317,44,0.98,0,NORMAL
tcp,SF,272,140,3,3,0,0,NORMAL
tcp,OTH,156,0,134,13,0.93,0,NORMAL
tcp,OTH,66,0,93,22,0.73,0.24,NORMAL
tcp,OTH,66,0,8,26,0.54,0.45,NORMAL
tcp,S1,1114,3855,3,3,0,0.93,NORMAL
tcp,OTH,60,0,228,29,0.97,0,NORMAL
tcp,OTH,60,0,25,25,0.57,0.42,NORMAL
tcp,OTH,60,0,136,33,0.97,0,NORMAL
tcp,OTH,60,0,95,29,0.97,0,NORMAL
tcp,OTH,60,0,324,33,0.97,0,NORMAL
tcp,OTH,60,0,185,34,0.97,0,NORMAL
tcp,OTH,60,0,288,49,0.98,0,NORMAL
tcp,OTH,66,0,262,36,0.97,0,NORMAL
tcp,OTH,60,0,30,30,0.64,0.35,NORMAL
tcp,OTH,66,0,9,9,0.16,0.83,NORMAL
tcp,OTH,60,0,183,42,0.98,0,NORMAL
tcp,OTH,66,0,1,1,0.02,0.98,NORMAL
tcp,OTH,60,0,58,37,0.97,0,NORMAL
tcp,SF,9484,6731,0,0,0,1,NORMAL
tcp,OTH,60,0,9,14,0.67,0.3,NORMAL
tcp,OTH,66,0,5,5,0.16,0.83,NORMAL
tcp,S2,2170,343,5,3,0,0.82,NORMAL
tcp,OTH,60,0,32,32,0.73,0.26,NORMAL
tcp,OTH,60,0,446,49,0.98,0,NORMAL
tcp,OTH,60,0,65,34,0.76,0.23,NORMAL
tcp,S1,3033,8784,0,0,0,1,NORMAL
tcp,SF,272,206,0,0,0,1,NORMAL
tcp,OTH,60,0,310,31,0.97,0,NORMAL
tcp,OTH,60,0,439,48,0.98,0,NORMAL
tcp,OTH,66,0,2,2,0.04,0.96,NORMAL
tcp,OTH,60,0,209,31,0.97,0,NORMAL
tcp,OTH,60,0,159,15,0.94,0,NORMAL
tcp,OTH,66,0,310,31,0.97,0,NORMAL
tcp,SF,272,140,0,9,0,0.8,NORMAL
tcp,OTH,66,0,1,11,0.13,0.78,NORMAL
tcp,OTH,60,0,217,41,0.98,0,NORMAL
tcp,OTH,60,0,47,35,0.85,0.12,NORMAL
tcp,OTH,60,0,40,28,0.97,0,NORMAL
tcp,OTH,60,0,109,12,0.92,0,NORMAL
tcp,OTH,66,0,9,9,0.22,0.78,NORMAL
tcp,OTH,60,0,176,30,0.83,0.14,NORMAL
tcp,OTH,138,0,6,8,0.17,0.83,NORMAL
tcp,OTH,60,0,311,35,0.97,0,NORMAL
tcp,SF,4091,4916,0,1,0,0.99,NORMAL
tcp,OTH,60,0,160,41,0.98,0,NORMAL
tcp,OTH,66,0,1,1,0.03,0.97,NORMAL
tcp,OTH,60,0,422,47,0.98,0,NORMAL
tcp,OTH,66,0,105,21,0.95,0,NORMAL
tcp,OTH,60,0,27,32,0.82,0.16,NORMAL
tcp,OTH,66,0,302,38,0.93,0.05,NORMAL
tcp,OTH,60,0,86,45,0.96,0.02,NORMAL
tcp,SF,1994,6792,0,0,0,1,NORMAL
tcp,OTH,60,0,461,50,0.98,0,NORMAL
tcp,OTH,60,0,320,39,0.97,0,NORMAL
tcp,SF,764,634,0,2,0,0.96,NORMAL
tcp,OTH,60,0,3,5,0.09,0.91,NORMAL
tcp,RSTO,1519,4565,13,13,0,0.38,NORMAL
tcp,OTH,60,0,51,39,0.97,0,NORMAL
tcp,OTH,66,0,2,2,0.05,0.95,NORMAL
tcp,OTH,66,0,18,18,0.78,0.18,NORMAL
tcp,OTH,60,0,30,30,0.68,0.3,NORMAL
tcp,OTH,66,0,2,12,0.8,0.14,NORMAL
tcp,OTH,60,0,287,29,0.97,0,NORMAL
tcp,OTH,66,0,171,26,0.96,0,NORMAL
tcp,OTH,60,0,37,36,0.92,0.05,NORMAL
tcp,OTH,201,0,5,5,0.11,0.88,NORMAL
tcp,OTH,60,0,313,50,0.98,0,NORMAL
tcp,OTH,66,0,7,37,0.71,0.27,NORMAL
tcp,OTH,60,0,102,44,0.98,0,NORMAL
tcp,OTH,60,0,136,34,0.97,0,NORMAL
tcp,OTH,60,0,184,40,0.98,0,NORMAL
tcp,OTH,60,0,5,7,0.17,0.83,NORMAL
tcp,S1,1846,6695,0,0,0,1,NORMAL
tcp,SF,15459,8057,0,4,0,0.91,NORMAL
tcp,OTH,60,0,142,33,0.97,0,NORMAL
tcp,OTH,66,0,88,15,0.94,0,NORMAL
tcp,OTH,60,0,207,32,0.97,0,NORMAL
tcp,OTH,60,0,72,38,0.97,0,NORMAL
tcp,OTH,545,0,5,7,0.35,0.63,NORMAL
tcp,OTH,60,0,54,33,0.97,0,NORMAL
tcp,OTH,60,0,108,22,0.96,0,NORMAL
tcp,OTH,60,0,47,37,0.97,0,NORMAL
tcp,SF,1527,6192,0,0,0,1,NORMAL
tcp,OTH,66,0,491,43,0.98,0,NORMAL
tcp,OTH,60,0,153,34,0.97,0,NORMAL
tcp,OTH,60,0,80,38,0.95,0.03,NORMAL
tcp,S1,2196,4375,1,1,0,0.97,NORMAL
tcp,OTH,60,0,443,48,0.98,0,NORMAL
tcp,OTH,60,0,168,33,0.97,0,NORMAL
tcp,OTH,366,0,0,0,0,1,NORMAL
tcp,OTH,60,0,128,33,0.97,0,NORMAL
tcp,SF,4311,123602,1,1,0,0.98,NORMAL
tcp,OTH,66,0,13,19,0.36,0.63,NORMAL
tcp,OTH,60,0,125,9,0.9,0,NORMAL
tcp,SF,1787,6962,0,0,0,1,NORMAL
tcp,OTH,138,0,58,36,0.97,0,NORMAL
tcp,OTH,60,0,148,29,0.85,0.12,NORMAL
tcp,OTH,60,0,203,36,0.97,0,NORMAL
tcp,SF,3680,6488,0,5,0,0.9,NORMAL
tcp,OTH,60,0,213,32,0.97,0,NORMAL
tcp,OTH,60,0,239,48,0.98,0,NORMAL
tcp,OTH,66,0,316,38,0.97,0,NORMAL
tcp,SF,2403,1042,2,3,0,0.93,NORMAL
tcp,SF,2410,1658,0,13,0,0.79,NORMAL
tcp,OTH,60,0,98,30,0.91,0.06,NORMAL
tcp,OTH,60,0,38,38,0.95,0.03,NORMAL
tcp,OTH,60,0,35,7,0.19,0.81,NORMAL
tcp,OTH,66,0,1,1,0.03,0.97,NORMAL
tcp,RSTO,2368,7650,0,0,0,1,NORMAL
tcp,OTH,60,0,147,34,0.97,0,NORMAL
tcp,OTH,66,0,6,6,0.14,0.86,NORMAL
tcp,OTH,60,0,53,38,0.97,0,NORMAL
tcp,OTH,66,0,2,2,0.06,0.94,NORMAL
tcp,OTH,60,0,156,38,0.93,0.05,NORMAL
tcp,OTH,60,0,236,48,0.98,0,NORMAL
tcp,SF,4530,8059,0,0,0,1,NORMAL
tcp,OTH,112,0,14,38,0.69,0.3,NORMAL
tcp,OTH,60,0,93,17,0.89,0.06,NORMAL
tcp,OTH,60,0,131,37,0.97,0,NORMAL
tcp,OTH,60,0,117,8,0.89,0,NORMAL
tcp,RSTO,2004,8492,0,0,0,1,NORMAL
tcp,OTH,60,0,307,32,0.97,0,NORMAL
tcp,OTH,60,0,82,34,0.97,0,NORMAL
tcp,S1,10692,7012,0,0,0,1,NORMAL
tcp,OTH,60,0,309,33,0.97,0,NORMAL
tcp,OTH,112,0,6,6,0.12,0.88,NORMAL
tcp,SF,2706,16342,0,0,0,1,NORMAL
tcp,SF,272,140,4,9,0,0.71,NORMAL
tcp,OTH,60,0,19,19,0.38,0.61,NORMAL
tcp,OTH,60,0,20,22,0.49,0.5,NORMAL
tcp,RSTR,56924,1066221,0,2,0,0.94,NORMAL
tcp,OTH,60,0,146,30,0.86,0.12,NORMAL
tcp,OTH,60,0,73,33,0.97,0,NORMAL
tcp,OTH,60,0,217,41,0.98,0,NORMAL
tcp,OTH,60,0,294,33,0.97,0,NORMAL
tcp,OTH,66,0,1,1,0.02,0.98,NORMAL
tcp,OTH,60,0,41,39,0.95,0.03,NORMAL
tcp,OTH,171,0,0,0,0,1,NORMAL
tcp,OTH,60,0,2,24,0.57,0.41,NORMAL
tcp,OTH,60,0,3,5,0.1,0.9,NORMAL
tcp,OTH,66,0,11,11,0.23,0.77,NORMAL
tcp,OTH,60,0,170,34,0.97,0,NORMAL
tcp,OTH,60,0,197,35,0.97,0,NORMAL
tcp,OTH,60,0,89,28,0.97,0,NORMAL
tcp,SF,1567,5376,0,0,0,1,NORMAL
tcp,OTH,66,0,16,16,0.38,0.61,NORMAL
tcp,RSTO,2042,5040,6,6,0,0.71,NORMAL
tcp,OTH,60,0,31,31,0.66,0.33,NORMAL
tcp,SF,272,140,2,2,0,0,NORMAL
tcp,OTH,60,0,23,35,0.81,0.17,NORMAL
tcp,SF,1955,7769,0,0,0,1,NORMAL
tcp,SF,7253,9103,2,2,0,0.96,NORMAL
tcp,OTH,60,0,145,37,0.97,0,NORMAL
tcp,OTH,60,0,8,8,0.15,0.85,NORMAL
tcp,OTH,66,0,259,35,0.97,0,NORMAL
tcp,OTH,60,0,213,32,0.97,0,NORMAL
tcp,OTH,60,0,291,38,0.97,0,NORMAL
tcp,OTH,60,0,81,18,0.95,0,NORMAL
tcp,OTH,66,0,166,35,0.97,0,NORMAL
tcp,OTH,60,0,88,28,0.97,0,NORMAL
tcp,OTH,60,0,312,42,0.93,0.05,NORMAL
tcp,OTH,74,0,166,37,0.97,0,NORMAL
tcp,OTH,78,0,2,2,0.04,0.96,NORMAL
tcp,OTH,60,0,46,35,0.97,0,NORMAL
tcp,RSTO,1278,6134,1,1,0,0.98,NORMAL
tcp,SF,272,140,0,5,0,0.81,NORMAL
tcp,OTH,66,0,2,2,0.06,0.94,NORMAL
tcp,SF,1334,4349,3,19,0,0.51,NORMAL
tcp,OTH,66,0,74,40,0.95,0.02,NORMAL
tcp,OTH,60,0,132,38,0.97,0,NORMAL
tcp,OTH,60,0,7,7,0.16,0.84,NORMAL
tcp,OTH,60,0,65,37,0.97,0,NORMAL
tcp,SF,254,126,0,0,0,1,NORMAL
tcp,OTH,60,0,41,39,0.95,0.03,NORMAL
tcp,OTH,82,0,376,50,0.98,0,NORMAL
tcp,OTH,60,0,224,33,0.97,0,NORMAL
tcp,SF,1109,4259,0,0,0,1,NORMAL
tcp,OTH,66,0,1,1,0.02,0.98,NORMAL
tcp,OTH,74,0,238,24,0.56,0.43,NORMAL
tcp,OTH,60,0,433,48,0.98,0,NORMAL
tcp,RSTO,1874,8144,1,1,0,0.97,NORMAL
tcp,OTH,60,0,97,32,0.91,0.06,NORMAL
tcp,OTH,60,0,349,49,0.98,0,NORMAL
tcp,OTH,66,0,167,22,0.96,0,NORMAL
tcp,SF,338,280,2,4,0,0.93,NORMAL
tcp,SF,2848,10263,0,0,0,1,NORMAL
tcp,OTH,100,0,0,0,0,1,NORMAL
tcp,SF,272,140,0,1,0,0.5,NORMAL
tcp,OTH,60,0,121,9,0.82,0.1,NORMAL
tcp,SF,843,1196,2,3,0,0.84,NORMAL
tcp,SF,2774,20809,2,2,0,0.96,NORMAL
tcp,OTH,60,0,311,39,0.97,0,NORMAL
tcp,OTH,60,0,59,36,0.95,0.03,NORMAL
tcp,OTH,60,0,98,18,0.9,0.05,NORMAL
tcp,OTH,60,0,206,30,0.97,0,NORMAL
tcp,OTH,60,0,10,34,0.83,0.15,NORMAL
tcp,OTH,60,0,43,27,0.96,0,NORMAL
tcp,OTH,112,0,9,38,0.7,0.28,NORMAL
tcp,OTH,60,0,52,34,0.97,0,NORMAL
tcp,OTH,60,0,12,12,0.22,0.77,NORMAL
tcp,S1,22396,135832,0,0,0,1,NORMAL
tcp,OTH,66,0,90,39,0.95,0.03,NORMAL
tcp,OTH,66,0,9,9,0.12,0.78,NORMAL
tcp,SF,3023,1568,0,0,0,1,NORMAL
tcp,OTH,60,0,166,34,0.97,0,NORMAL
tcp,OTH,60,0,463,50,0.98,0,NORMAL
tcp,OTH,60,0,487,49,0.98,0,NORMAL
tcp,OTH,66,0,7,7,0.15,0.84,NORMAL
tcp,OTH,60,0,350,49,0.98,0,NORMAL
tcp,OTH,66,0,4,4,0.1,0.9,NORMAL
tcp,OTH,66,0,8,24,0.49,0.5,NORMAL
tcp,OTH,112,0,6,6,0.12,0.88,NORMAL
tcp,OTH,60,0,114,37,0.9,0.07,NORMAL
tcp,OTH,60,0,277,49,0.98,0,NORMAL
tcp,OTH,60,0,53,36,0.84,0.14,NORMAL
tcp,OTH,60,0,7,7,0.13,0.87,NORMAL
tcp,OTH,60,0,308,49,0.98,0,NORMAL
tcp,OTH,60,0,110,26,0.96,0,NORMAL
tcp,OTH,66,0,188,33,0.97,0,NORMAL
tcp,OTH,60,0,87,34,0.97,0,NORMAL
tcp,OTH,60,0,70,25,0.96,0,NORMAL
tcp,OTH,66,0,8,8,0.29,0.7,NORMAL
tcp,RSTO,1522,6441,7,7,0,0.86,NORMAL
tcp,OTH,66,0,44,36,0.72,0.27,NORMAL
tcp,SF,2142,8815,0,0,0,1,NORMAL
tcp,OTH,66,0,242,27,0.6,0.39,NORMAL
tcp,OTH,60,0,56,33,0.94,0.03,NORMAL
tcp,OTH,60,0,31,37,0.95,0.03,NORMAL
tcp,OTH,60,0,47,32,0.97,0,NORMAL
tcp,OTH,60,0,130,34,0.97,0,NORMAL
tcp,OTH,60,0,3,24,0.57,0.41,NORMAL
tcp,OTH,112,0,5,5,0.11,0.89,NORMAL
tcp,OTH,60,0,2,9,0.56,0.4,NORMAL
tcp,OTH,66,0,93,38,0.95,0.03,NORMAL
tcp,OTH,60,0,53,15,0.88,0.06,NORMAL
tcp,OTH,60,0,323,40,0.98,0,NORMAL
tcp,OTH,272,0,0,23,0.57,0.41,NORMAL
tcp,S1,2184,4444,3,3,0,0.93,NORMAL
tcp,SF,1135,607,0,0,0,1,NORMAL
tcp,OTH,66,0,2,2,0.04,0.96,NORMAL
tcp,OTH,60,0,53,38,0.97,0,NORMAL
tcp,OTH,60,0,46,36,0.97,0,NORMAL
tcp,OTH,60,0,113,17,0.94,0,NORMAL
tcp,OTH,60,0,95,42,0.98,0,NORMAL
tcp,OTH,66,0,3,12,0.15,0.76,NORMAL
tcp,OTH,155,0,98,29,0.72,0.26,NORMAL
tcp,OTH,66,0,2,12,0.15,0.78,NORMAL
tcp,OTH,66,0,170,24,0.96,0,NORMAL
tcp,S1,3036,2960,4,3,0,0.93,NORMAL
tcp,OTH,60,0,59,38,0.97,0,NORMAL
tcp,OTH,60,0,93,32,0.91,0.06,NORMAL
tcp,OTH,60,0,41,41,0.91,0.07,NORMAL
tcp,OTH,60,0,312,32,0.97,0,NORMAL
tcp,SF,1335,1681,2,2,0,0.95,NORMAL
tcp,OTH,60,0,57,34,0.97,0,NORMAL
tcp,OTH,74,0,173,39,0.97,0,NORMAL
tcp,OTH,60,0,310,33,0.97,0,NORMAL
tcp,OTH,60,0,225,27,0.96,0,NORMAL
tcp,OTH,66,0,1,1,0.03,0.97,NORMAL
tcp,OTH,108,0,4,37,0.67,0.31,NORMAL
tcp,OTH,60,0,38,38,0.95,0.03,NORMAL
tcp,OTH,60,0,35,35,0.95,0.03,NORMAL
tcp,OTH,60,0,305,49,0.98,0,NORMAL
tcp,OTH,74,0,112,29,0.97,0,NORMAL
tcp,OTH,112,0,4,4,0.8,0,NORMAL
tcp,OTH,60,0,131,33,0.97,0,NORMAL
tcp,OTH,156,0,24,24,0.51,0.48,NORMAL
tcp,OTH,60,0,97,42,0.98,0,NORMAL
tcp,OTH,60,0,39,39,0.81,0.17,NORMAL
tcp,OTH,60,0,32,32,0.71,0.27,NORMAL
tcp,OTH,60,0,18,34,0.69,0.29,NORMAL
tcp,OTH,60,0,118,34,0.97,0,NORMAL
tcp,OTH,66,0,481,49,0.98,0,NORMAL
tcp,SF,272,140,1,3,0,0.57,NORMAL
tcp,OTH,66,0,76,39,0.95,0.03,NORMAL
tcp,OTH,60,0,162,19,0.95,0,NORMAL
tcp,OTH,60,0,127,33,0.97,0,NORMAL
tcp,SF,3320,1723,2,2,0,0.95,NORMAL
tcp,OTH,60,0,101,12,0.92,0,NORMAL
tcp,OTH,60,0,114,12,0.92,0,NORMAL
tcp,OTH,60,0,22,22,0.45,0.54,NORMAL
tcp,SF,1135,541,0,1,0,0.98,NORMAL
tcp,OTH,60,0,6,6,0.13,0.86,NORMAL
tcp,OTH,60,0,324,42,0.98,0,NORMAL
tcp,SF,272,140,0,0,0,1,NORMAL
tcp,SF,2421,1722,1,6,0,0.91,NORMAL
tcp,OTH,60,0,320,37,0.97,0,NORMAL
tcp,OTH,60,0,2,6,0.14,0.85,NORMAL
tcp,OTH,744,0,17,16,0.22,0.68,NORMAL
tcp,OTH,60,0,8,20,0.37,0.62,NORMAL
tcp,OTH,60,0,309,30,0.97,0,NORMAL
tcp,OTH,60,0,31,31,0.72,0.26,NORMAL
tcp,OTH,60,0,419,47,0.98,0,NORMAL
tcp,OTH,60,0,127,33,0.97,0,NORMAL
tcp,OTH,112,0,16,17,0.18,0.69,NORMAL
tcp,OTH,60,0,226,28,0.97,0,NORMAL
tcp,OTH,66,0,84,17,0.61,0.37,NORMAL
tcp,OTH,66,0,316,37,0.97,0,NORMAL
tcp,OTH,60,0,173,18,0.95,0,NORMAL
tcp,OTH,66,0,4,4,0.11,0.89,NORMAL
tcp,OTH,66,0,11,11,0.28,0.71,NORMAL
tcp,SF,900,2670,0,1,0,0.89,NORMAL
tcp,OTH,60,0,432,48,0.98,0,NORMAL
tcp,OTH,60,0,53,33,0.97,0,NORMAL
tcp,OTH,60,0,109,43,0.93,0.04,NORMAL
tcp,OTH,60,0,145,35,0.97,0,NORMAL
tcp,SF,5361,4414,0,0,0,1,NORMAL
tcp,OTH,60,0,34,34,0.72,0.26,NORMAL
tcp,OTH,66,0,2,1,0.5,0,NORMAL
tcp,OTH,60,0,6,12,0.63,0.33,NORMAL
tcp,OTH,66,0,3,3,0.07,0.93,NORMAL
tcp,OTH,66,0,317,38,0.97,0,NORMAL
tcp,OTH,60,0,7,24,0.48,0.51,NORMAL
tcp,RSTO,2051,7957,4,4,0,0.92,NORMAL
tcp,OTH,60,0,123,37,0.97,0,NORMAL
tcp,SF,2037,836,0,0,0,1,NORMAL
tcp,OTH,60,0,11,11,0.24,0.75,NORMAL
tcp,OTH,60,0,1,1,0.02,0.98,NORMAL
tcp,OTH,60,0,137,30,0.86,0.12,NORMAL
tcp,OTH,60,0,3,15,0.34,0.65,NORMAL
tcp,OTH,66,0,3,3,0.07,0.93,NORMAL
tcp,OTH,66,0,168,36,0.97,0,NORMAL
tcp,OTH,60,0,42,41,0.98,0,NORMAL
tcp,RSTR,2094,4118,2,2,0,0.9,NORMAL
tcp,OTH,60,0,148,32,0.97,0,NORMAL
tcp,OTH,60,0,39,21,0.81,0.16,NORMAL
tcp,OTH,66,0,12,2,0.08,0.92,NORMAL
tcp,SF,838,2175,2,2,0,0.86,NORMAL
tcp,OTH,60,0,110,38,0.97,0,NORMAL
tcp,OTH,141,0,17,25,0.51,0.48,NORMAL
tcp,SF,1135,626,1,4,0,0.93,NORMAL
tcp,OTH,60,0,78,32,0.91,0.06,NORMAL
tcp,OTH,60,0,121,31,0.97,0,NORMAL
tcp,SF,844,1197,0,0,0,1,NORMAL
tcp,OTH,60,0,267,23,0.96,0,NORMAL
tcp,RSTO,966,712,0,0,0,1,NORMAL
tcp,OTH,60,0,217,41,0.98,0,NORMAL
tcp,OTH,140,0,99,19,0.9,0.05,NORMAL
tcp,OTH,60,0,69,25,0.96,0,NORMAL
tcp,OTH,112,0,8,38,0.72,0.27,NORMAL
tcp,OTH,60,0,250,33,0.97,0,NORMAL
tcp,OTH,60,0,131,33,0.94,0.03,NORMAL
tcp,SF,2402,1657,0,11,0,0.8,NORMAL
tcp,S1,29832,233300,0,0,0,1,NORMAL
tcp,S1,6168,5193,1,1,0,0.97,NORMAL
tcp,RSTR,1028,3768,0,0,0,1,NORMAL
tcp,OTH,60,0,172,19,0.95,0,NORMAL
tcp,OTH,60,0,52,34,0.97,0,NORMAL
tcp,OTH,60,0,95,32,0.91,0.06,NORMAL
tcp,OTH,74,0,372,49,0.98,0,NORMAL
tcp,OTH,155,0,161,42,0.98,0,NORMAL
tcp,OTH,60,0,138,33,0.97,0,NORMAL
tcp,OTH,60,0,13,13,0.24,0.76,NORMAL
tcp,OTH,60,0,321,33,0.97,0,NORMAL
tcp,SF,8440,123495,1,1,0,0.97,NORMAL
tcp,SF,1516,4760,1,1,0,0.98,NORMAL
tcp,OTH,60,0,81,25,0.62,0.36,NORMAL
tcp,OTH,60,0,110,14,0.93,0,NORMAL
tcp,OTH,60,0,85,34,0.94,0.03,NORMAL
tcp,OTH,60,0,1,1,0.02,0.98,NORMAL
tcp,OTH,66,0,168,36,0.97,0,NORMAL
tcp,OTH,60,0,282,49,0.98,0,NORMAL
tcp,OTH,66,0,55,36,0.95,0.03,NORMAL
tcp,OTH,60,0,321,40,0.98,0,NORMAL
tcp,OTH,60,0,56,33,0.94,0.03,NORMAL
tcp,OTH,60,0,284,40,0.98,0,NORMAL
tcp,OTH,60,0,326,43,0.98,0,NORMAL
tcp,S1,2022,4869,0,0,0,1,NORMAL
tcp,RSTO,1577,4439,14,4,0,0.9,NORMAL
tcp,OTH,112,0,12,24,0.41,0.44,NORMAL
tcp,OTH,60,0,323,37,0.97,0,NORMAL
tcp,OTH,66,0,2,2,0.05,0.94,NORMAL
tcp,SF,2541,6183,1,1,0,0.97,NORMAL
tcp,RSTO,1210,5735,0,0,0,1,NORMAL
tcp,OTH,66,0,4,4,0.11,0.89,NORMAL
tcp,OTH,60,0,38,38,0.9,0.07,NORMAL
tcp,OTH,60,0,39,37,0.95,0.03,NORMAL
tcp,OTH,66,0,7,7,0.19,0.81,NORMAL
tcp,SF,272,140,0,0,0,1,NORMAL
tcp,OTH,60,0,357,49,0.98,0,NORMAL
tcp,OTH,60,0,19,19,0.4,0.6,NORMAL
tcp,OTH,60,0,285,27,0.96,0,NORMAL
tcp,OTH,78,0,9,9,0.2,0.8,NORMAL
tcp,OTH,60,0,335,49,0.98,0,NORMAL
tcp,OTH,66,0,75,38,0.95,0.03,NORMAL
tcp,OTH,66,0,168,23,0.96,0,NORMAL
tcp,OTH,66,0,1,1,0.02,0.98,NORMAL
tcp,OTH,154,0,58,38,0.97,0,NORMAL
tcp,OTH,60,0,208,33,0.97,0,NORMAL
tcp,OTH,66,0,309,33,0.97,0,NORMAL
tcp,OTH,159,0,0,0,0,1,NORMAL
tcp,SF,6374,20970,0,0,0,1,NORMAL
tcp,OTH,66,0,0,0,0,1,NORMAL
tcp,OTH,60,0,312,33,0.97,0,NORMAL
tcp,OTH,100,0,0,0,0,1,NORMAL
tcp,RSTO,1249,854,8,6,0,0.85,NORMAL
tcp,OTH,60,0,105,28,0.93,0.03,NORMAL
tcp,OTH,60,0,300,32,0.97,0,NORMAL
tcp,OTH,60,0,298,32,0.97,0,NORMAL
tcp,SF,2699,5988,4,4,0,0.87,NORMAL
tcp,OTH,60,0,306,32,0.97,0,NORMAL
tcp,OTH,60,0,25,18,0.42,0.57,NORMAL
tcp,OTH,60,0,181,38,0.97,0,NORMAL
tcp,OTH,66,0,2,2,0.04,0.96,NORMAL
tcp,OTH,224,0,4,15,0.3,0.69,NORMAL
tcp,OTH,60,0,50,37,0.97,0,NORMAL
tcp,SF,272,140,0,3,0,0.97,NORMAL
tcp,SF,1747,6510,1,1,0,0.98,NORMAL
tcp,RSTO,1142,4639,2,2,0,0.94,NORMAL
tcp,OTH,60,0,73,34,0.76,0.23,NORMAL
tcp,OTH,66,0,4,4,0.09,0.91,NORMAL
tcp,OTH,60,0,287,38,0.97,0,NORMAL
tcp,OTH,60,0,45,40,0.98,0,NORMAL
tcp,OTH,60,0,120,41,0.95,0.02,NORMAL
tcp,SF,2494,2767,0,5,0,0.94,NORMAL
tcp,OTH,60,0,307,30,0.97,0,NORMAL
tcp,SF,7112,123470,0,0,0,1,NORMAL
tcp,RSTO,1309,920,0,0,0,1,NORMAL
tcp,OTH,66,0,298,36,0.92,0.05,NORMAL
tcp,OTH,66,0,266,38,0.97,0,NORMAL
tcp,OTH,60,0,139,33,0.97,0,NORMAL
tcp,OTH,60,0,41,31,0.76,0.23,NORMAL
