@relation 'highrate'
@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute service {aol,auth,bgp,courier,csnet_ns,ctf,daytime,discard,domain,domain_u,echo,eco_i,ecr_i,efs,exec,finger,ftp,ftp_data,gopher,harvest,hostnames,http,http_2784,http_443,http_8001,imap4,IRC,iso_tsap,klogin,kshell,ldap,link,login,mtp,name,netbios_dgm,netbios_ns,netbios_ssn,netstat,nnsp,nntp,ntp_u,other,pm_dump,pop_2,pop_3,printer,private,red_i,remote_job,rje,shell,smtp,sql_net,ssh,sunrpc,supdup,systat,telnet,tftp_u,tim_i,time,urh_i,urp_i,uucp,uucp_path,vmnet,whois,X11,Z39_50}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land {0,1}
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_serror_rate numeric
@attribute rerror_rate numeric
@attribute srv_rerror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute dst_host_rerror_rate numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute isAttack {normal,neptune,smurf,pod,back,land,slowBody,slowHeaders,slowRead,tcpFlood,udpFlood,httpFlood}
@DATA
29,udp,other,SF,333774,0,0,0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,17,17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,330912,0,0,0,0,18,18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,18,18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,311904,0,0,0,0,19,19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19,19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,299862,0,0,0,0,20,20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,20,20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,330426,0,0,0,0,21,21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,21,21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,363582,0,0,0,0,22,22,0.00,0.00,0.00,0.00,1.00,0.00,0.00,22,22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,340686,0,0,0,0,23,23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23,23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,331182,0,0,0,0,24,24,0.00,0.00,0.00,0.00,1.00,0.00,0.00,24,24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,357588,0,0,0,0,25,25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,25,25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,340470,0,0,0,0,26,26,0.00,0.00,0.00,0.00,1.00,0.00,0.00,26,26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,326106,0,0,0,0,27,27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,27,27,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,329184,0,0,0,0,28,28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,28,28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,306504,0,0,0,0,29,29,0.00,0.00,0.00,0.00,1.00,0.00,0.00,29,29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,335610,0,0,0,0,30,30,0.00,0.00,0.00,0.00,1.00,0.00,0.00,30,30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,353538,0,0,0,0,31,31,0.00,0.00,0.00,0.00,1.00,0.00,0.00,31,31,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,330588,0,0,0,0,32,32,0.00,0.00,0.00,0.00,1.00,0.00,0.00,32,32,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,357264,0,0,0,0,33,33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33,33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,343926,0,0,0,0,34,34,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34,34,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,335178,0,0,0,0,35,35,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35,35,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,347652,0,0,0,0,36,36,0.00,0.00,0.00,0.00,1.00,0.00,0.00,36,36,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,338256,0,0,0,0,37,37,0.00,0.00,0.00,0.00,1.00,0.00,0.00,37,37,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,298458,0,0,0,0,38,38,0.00,0.00,0.00,0.00,1.00,0.00,0.00,38,38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,326808,0,0,0,0,39,39,0.00,0.00,0.00,0.00,1.00,0.00,0.00,39,39,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,353916,0,0,0,0,40,40,0.00,0.00,0.00,0.00,1.00,0.00,0.00,40,40,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,336420,0,0,0,0,41,41,0.00,0.00,0.00,0.00,1.00,0.00,0.00,41,41,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,335664,0,0,0,0,42,42,0.00,0.00,0.00,0.00,1.00,0.00,0.00,42,42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,315576,0,0,0,0,43,43,0.00,0.00,0.00,0.00,1.00,0.00,0.00,43,43,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,326916,0,0,0,0,44,44,0.00,0.00,0.00,0.00,1.00,0.00,0.00,44,44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,336960,0,0,0,0,45,45,0.00,0.00,0.00,0.00,1.00,0.00,0.00,45,45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,337662,0,0,0,0,46,46,0.00,0.00,0.00,0.00,1.00,0.00,0.00,46,46,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,360342,0,0,0,0,47,47,0.00,0.00,0.00,0.00,1.00,0.00,0.00,47,47,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,333504,0,0,0,0,48,48,0.00,0.00,0.00,0.00,1.00,0.00,0.00,48,48,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,302616,0,0,0,0,49,49,0.00,0.00,0.00,0.00,1.00,0.00,0.00,49,49,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,329292,0,0,0,0,50,50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,50,50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,350244,0,0,0,0,51,51,0.00,0.00,0.00,0.00,1.00,0.00,0.00,51,51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,354510,0,0,0,0,52,52,0.00,0.00,0.00,0.00,1.00,0.00,0.00,52,52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,314010,0,0,0,0,53,53,0.00,0.00,0.00,0.00,1.00,0.00,0.00,53,53,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,334530,0,0,0,0,54,54,0.00,0.00,0.00,0.00,1.00,0.00,0.00,54,54,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,329832,0,0,0,0,55,55,0.00,0.00,0.00,0.00,1.00,0.00,0.00,55,55,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,341442,0,0,0,0,56,56,0.00,0.00,0.00,0.00,1.00,0.00,0.00,56,56,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,317034,0,0,0,0,57,57,0.00,0.00,0.00,0.00,1.00,0.00,0.00,57,57,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,335016,0,0,0,0,58,58,0.00,0.00,0.00,0.00,1.00,0.00,0.00,58,58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,320490,0,0,0,0,59,59,0.00,0.00,0.00,0.00,1.00,0.00,0.00,59,59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,311202,0,0,0,0,60,60,0.00,0.00,0.00,0.00,1.00,0.00,0.00,60,60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,341982,0,0,0,0,61,61,0.00,0.00,0.00,0.00,1.00,0.00,0.00,61,61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,344250,0,0,0,0,62,62,0.00,0.00,0.00,0.00,1.00,0.00,0.00,62,62,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,353214,0,0,0,0,63,63,0.00,0.00,0.00,0.00,1.00,0.00,0.00,63,63,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,294516,0,0,0,0,64,64,0.00,0.00,0.00,0.00,1.00,0.00,0.00,64,64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,337878,0,0,0,0,65,65,0.00,0.00,0.00,0.00,1.00,0.00,0.00,65,65,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,320112,0,0,0,0,66,66,0.00,0.00,0.00,0.00,1.00,0.00,0.00,66,66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,372492,0,0,0,0,67,67,0.00,0.00,0.00,0.00,1.00,0.00,0.00,67,67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,296298,0,0,0,0,68,68,0.00,0.00,0.00,0.00,1.00,0.00,0.00,68,68,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,345816,0,0,0,0,69,69,0.00,0.00,0.00,0.00,1.00,0.00,0.00,69,69,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,359964,0,0,0,0,70,70,0.00,0.00,0.00,0.00,1.00,0.00,0.00,70,70,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,337662,0,0,0,0,71,71,0.00,0.00,0.00,0.00,1.00,0.00,0.00,71,71,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,360828,0,0,0,0,72,72,0.00,0.00,0.00,0.00,1.00,0.00,0.00,72,72,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,356400,0,0,0,0,73,73,0.00,0.00,0.00,0.00,1.00,0.00,0.00,73,73,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,329886,0,0,0,0,74,74,0.00,0.00,0.00,0.00,1.00,0.00,0.00,74,74,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
24,icmp,urh_i,SF,1476,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
%Filename: /root/Documents/loic/highratePcap/extraUDPFlood/U/UDPFlood100ThreadsAppendRandom.pcapng,udpFlood
29,udp,other,SF,338256,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,357318,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,354726,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,2,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,355374,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,322434,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,312390,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,353754,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,327186,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,7,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,340416,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,345978,0,0,0,0,9,9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,9,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,343440,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10,10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,352998,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11,11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,387396,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12,12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,352998,0,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,13,13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,375840,0,0,0,0,14,14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14,14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,349218,0,0,0,0,15,15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15,15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,340200,0,0,0,0,16,16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16,16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,358344,0,0,0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,17,17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,347328,0,0,0,0,18,18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,18,18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,328590,0,0,0,0,19,19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19,19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,368334,0,0,0,0,20,20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,20,20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,331560,0,0,0,0,21,21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,21,21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,331506,0,0,0,0,22,22,0.00,0.00,0.00,0.00,1.00,0.00,0.00,22,22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,338796,0,0,0,0,23,23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23,23,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,338526,0,0,0,0,24,24,0.00,0.00,0.00,0.00,1.00,0.00,0.00,24,24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,342792,0,0,0,0,25,25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,25,25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,375192,0,0,0,0,26,26,0.00,0.00,0.00,0.00,1.00,0.00,0.00,26,26,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,343332,0,0,0,0,27,27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,27,27,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,355428,0,0,0,0,28,28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,28,28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,344736,0,0,0,0,29,29,0.00,0.00,0.00,0.00,1.00,0.00,0.00,29,29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,362556,0,0,0,0,30,30,0.00,0.00,0.00,0.00,1.00,0.00,0.00,30,30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,354672,0,0,0,0,31,31,0.00,0.00,0.00,0.00,1.00,0.00,0.00,31,31,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,340038,0,0,0,0,32,32,0.00,0.00,0.00,0.00,1.00,0.00,0.00,32,32,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,376974,0,0,0,0,33,33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33,33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,360288,0,0,0,0,34,34,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34,34,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,329184,0,0,0,0,35,35,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35,35,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,318060,0,0,0,0,36,36,0.00,0.00,0.00,0.00,1.00,0.00,0.00,36,36,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,361476,0,0,0,0,37,37,0.00,0.00,0.00,0.00,1.00,0.00,0.00,37,37,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,370278,0,0,0,0,38,38,0.00,0.00,0.00,0.00,1.00,0.00,0.00,38,38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,344682,0,0,0,0,39,39,0.00,0.00,0.00,0.00,1.00,0.00,0.00,39,39,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,363042,0,0,0,0,40,40,0.00,0.00,0.00,0.00,1.00,0.00,0.00,40,40,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,337608,0,0,0,0,41,41,0.00,0.00,0.00,0.00,1.00,0.00,0.00,41,41,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,349596,0,0,0,0,42,42,0.00,0.00,0.00,0.00,1.00,0.00,0.00,42,42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,351270,0,0,0,0,43,43,0.00,0.00,0.00,0.00,1.00,0.00,0.00,43,43,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,370656,0,0,0,0,44,44,0.00,0.00,0.00,0.00,1.00,0.00,0.00,44,44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,366390,0,0,0,0,45,45,0.00,0.00,0.00,0.00,1.00,0.00,0.00,45,45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,361962,0,0,0,0,46,46,0.00,0.00,0.00,0.00,1.00,0.00,0.00,46,46,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,319734,0,0,0,0,47,47,0.00,0.00,0.00,0.00,1.00,0.00,0.00,47,47,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,365688,0,0,0,0,48,48,0.00,0.00,0.00,0.00,1.00,0.00,0.00,48,48,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,330858,0,0,0,0,49,49,0.00,0.00,0.00,0.00,1.00,0.00,0.00,49,49,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,381726,0,0,0,0,50,50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,50,50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
29,udp,other,SF,359208,0,0,0,0,51,51,0.00,0.00,0.00,0.00,1.00,0.00,0.00,51,51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udpFlood
