@relation highrate-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.instance.Randomize-S11

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute service {aol,auth,bgp,courier,csnet_ns,ctf,daytime,discard,domain,domain_u,echo,eco_i,ecr_i,efs,exec,finger,ftp,ftp_data,gopher,harvest,hostnames,http,http_2784,http_443,http_8001,imap4,IRC,iso_tsap,klogin,kshell,ldap,link,login,mtp,name,netbios_dgm,netbios_ns,netbios_ssn,netstat,nnsp,nntp,ntp_u,other,pm_dump,pop_2,pop_3,printer,private,red_i,remote_job,rje,shell,smtp,sql_net,ssh,sunrpc,supdup,systat,telnet,tftp_u,tim_i,time,urh_i,urp_i,uucp,uucp_path,vmnet,whois,X11,Z39_50}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_serror_rate numeric
@attribute rerror_rate numeric
@attribute srv_rerror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute dst_host_rerror_rate numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute isAttack {slowBody,slowHeaders,slowRead,tcpFlood,udpFlood,httpFlood}

@data
0,udp,other,OTH,1464,0,0,0,292,292,0,0,0,0,1,0,0,66,66,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,76,76,0,0,0,0,1,0,0,32,32,1,0,0.97,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,351,351,0,0,0,0,1,0,0,85,85,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,70,70,0,0,0,0,1,0,0,28,28,1,0,0.97,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,153,153,0,0,0,0,1,0,0,77,77,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,145,145,0,0,0,0,1,0,0,33,33,1,0,0.97,0,0,0,0,0,udpFlood
0,udp,other,OTH,1514,0,0,0,307,307,0,0,0,0,1,0,0,75,75,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,253,253,0,0,0,0,1,0,0,67,67,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,317,317,0,0,0,0,1,0,0,67,67,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,49,49,0,0,0,0,1,0,0,21,21,1,0,0.95,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,357,357,0,0,0,0,1,0,0,77,77,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,219,219,0,0,0,0,1,0,0,66,66,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1514,0,0,0,314,314,0,0,0,0,1,0,0,79,79,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,148,148,0,0,0,0,1,0,0,77,77,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,271,271,0,0,0,0,1,0,0,66,66,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,276,276,0,0,0,0,1,0,0,66,66,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,246,246,0,0,0,0,1,0,0,67,67,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1514,0,0,0,294,294,0,0,0,0,1,0,0,69,69,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1514,0,0,0,4,4,0,0,0,0,1,0,0,4,4,1,0,0.8,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,250,250,0,0,0,0,1,0,0,66,66,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,251,251,0,0,0,0,1,0,0,67,67,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,55,55,0,0,0,0,1,0,0,24,24,1,0,0.96,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,357,357,0,0,0,0,1,0,0,78,78,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,120,120,0,0,0,0,1,0,0,35,35,1,0,0.97,0,0,0,0,0,udpFlood
0,udp,other,OTH,1464,0,0,0,222,222,0,0,0,0,1,0,0,66,66,1,0,0.99,0,0,0,0,0,udpFlood
0,udp,http,OTH,60,0,0,0,114,114,0,0,0,0,1,0,0,33,33,1,0,0.97,0,0,0,0,0,udpFlood
